donor_id,true_age,predicted_age,n_cells
aida:SG_HEL_H269,55.0,39.331566,382
aida:SG_HEL_H270,45.0,34.826996,331
aida:SG_HEL_H271,36.0,35.131187,398
aida:SG_HEL_H273,56.0,34.74293,586
aida:SG_HEL_H274,49.0,35.694805,452
aida:SG_HEL_H275,46.0,34.66602,247
aida:SG_HEL_H276,51.0,38.32964,153
aida:SG_HEL_H277,46.0,35.657936,396
aida:SG_HEL_H281,61.0,34.654648,300
aida:SG_HEL_H283,59.0,38.719006,435
aida:SG_HEL_H285,56.0,34.385098,406
aida:SG_HEL_H288,33.0,38.317936,411
aida:SG_HEL_H289,30.0,34.79319,591
aida:SG_HEL_H290,56.0,35.58032,243
aida:SG_HEL_H291,39.0,39.159878,345
aida:SG_HEL_H292,42.0,34.728745,204
aida:SG_HEL_H294,34.0,35.03466,458
aida:SG_HEL_H295,33.0,34.51351,246
aida:SG_HEL_H298,37.0,35.599983,295
aida:SG_HEL_H299,49.0,35.181717,506
aida:SG_HEL_H301,49.0,37.847046,456
aida:SG_HEL_H303,33.0,33.97357,487
aida:SG_HEL_H304,30.0,37.691868,135
aida:SG_HEL_H308,75.0,35.682907,339
aida:SG_HEL_H313,55.0,37.75155,143
aida:SG_HEL_H314,52.0,35.26702,306
aida:SG_HEL_H315,35.0,35.638023,252
aida:SG_HEL_H316,30.0,35.482174,302
aida:SG_HEL_H318,39.0,34.0066,102
aida:SG_HEL_H319,49.0,37.925346,264
aida:SG_HEL_H320,69.0,38.6987,464
aida:SG_HEL_H323,37.0,35.539455,402
aida:SG_HEL_H325,67.0,36.26414,183
aida:SG_HEL_H331,75.0,34.614582,527
aida:SG_HEL_H336,72.0,35.742504,895
aida:SG_HEL_H338,53.0,38.078552,407
aida:SG_HEL_H339,61.0,35.09551,327
aida:SG_HEL_H342,44.0,37.377125,485
aida:SG_HEL_H345,46.0,35.60966,371
aida:SG_HEL_H351,38.0,34.821587,413
aida:SG_HEL_H353,58.0,35.713745,416
aida:SG_HEL_H361,30.0,34.27804,388
aida:SG_HEL_H363,47.0,38.300735,140
aida:SG_HEL_H365,36.0,37.3705,184
aida:SG_HEL_H366,52.0,37.640694,220
aida:SG_HEL_H371,36.0,37.19721,408
aida:SG_HEL_H377,31.0,34.893093,431
aida:SG_HEL_H378,44.0,38.496414,387
aida:SG_HEL_H379,36.0,37.43779,378
aida:SG_HEL_H380,30.0,38.230865,462
aida:SG_HEL_H385,45.0,38.937447,249
aida:SG_HEL_H387,39.0,36.123688,193
aida:SG_HEL_H391,67.0,39.42745,121
aida:SG_HEL_H393,48.0,37.900055,142
aida:SG_HEL_H394,47.0,37.98899,102
aida:SG_HEL_H400,40.0,35.10054,175
aida:SG_HEL_H419,48.0,35.384735,448
aida:SG_HEL_H425,77.0,38.305958,177
aida:SG_HEL_H427,35.0,35.87038,211
aida:SG_HEL_H431,46.0,35.512833,130
aida:SG_HEL_H433,36.0,35.825584,180
aida:SG_HEL_H434,58.0,38.500107,102
aida:SG_HEL_H435,39.0,38.594185,118
aida:SG_HEL_H439,46.0,35.325638,359
aida:SG_HEL_H443,58.0,38.402996,189
aida:SG_HEL_H448,41.0,35.58053,113
aida:SG_HEL_H450,33.0,35.26174,404
aida:SG_HEL_H455,36.0,36.614784,115
aida:SG_HEL_H464,39.0,35.61863,152
aida:SG_HEL_H469,53.0,36.164078,158
aida:SG_HEL_H483,63.0,37.88179,126
aida:SG_HEL_H486,47.0,37.359547,109
aida:SG_HEL_H489,50.0,38.19334,140
