method,fold,cell_type,seed,layer,k_pc,R_full,MAE_full,R_residual,MAE_residual,deltaR_holdout,R_aida_full,R_aida_residual,deltaR_aida
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,8,25,0.5302,11.1111,0.3095,15.6225,-0.2208,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,8,50,0.5302,11.1111,0.0443,16.6876,-0.4860,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,9,5,0.5326,10.0453,0.4879,10.9425,-0.0447,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,9,10,0.5326,10.0453,0.4811,12.4339,-0.0515,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,9,25,0.5326,10.0453,0.2922,15.5316,-0.2404,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,9,50,0.5326,10.0453,-0.0116,16.2310,-0.5442,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,10,5,0.5321,10.2952,0.5086,15.9419,-0.0235,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,10,10,0.5321,10.2952,0.4680,16.1619,-0.0641,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,10,25,0.5321,10.2952,0.2969,16.5890,-0.2353,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,10,50,0.5321,10.2952,0.1863,15.9367,-0.3458,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,11,5,0.5466,11.6748,0.5699,23.2669,0.0233,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,11,10,0.5466,11.6748,0.5234,24.9824,-0.0232,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,11,25,0.5466,11.6748,0.3259,15.2604,-0.2207,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,11,50,0.5466,11.6748,0.0901,15.3729,-0.4565,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,12,5,0.5764,24.0268,0.5994,11.9375,0.0229,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,12,10,0.5764,24.0268,0.4655,14.0893,-0.1109,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,12,25,0.5764,24.0268,0.0647,16.5109,-0.5117,,,
geneformer_frozen_seed0,loco_terekhova,CD4+ T,0,12,50,0.5764,24.0268,0.1906,15.8040,-0.3858,,,
geneformer_frozen_seed0,loco_terekhova,B,0,0,5,0.1148,14.7638,0.1204,18.1114,0.0056,,,
geneformer_frozen_seed0,loco_terekhova,B,0,0,10,0.1148,14.7638,0.1386,19.8727,0.0238,,,
geneformer_frozen_seed0,loco_terekhova,B,0,0,25,0.1148,14.7638,0.1070,14.9115,-0.0078,,,
geneformer_frozen_seed0,loco_terekhova,B,0,0,50,0.1148,14.7638,0.0389,15.2994,-0.0759,,,
geneformer_frozen_seed0,loco_terekhova,B,0,1,5,0.1144,14.6513,0.1673,14.4439,0.0530,,,
geneformer_frozen_seed0,loco_terekhova,B,0,1,10,0.1144,14.6513,0.1153,18.2511,0.0009,,,
geneformer_frozen_seed0,loco_terekhova,B,0,1,25,0.1144,14.6513,0.0202,14.4007,-0.0942,,,
geneformer_frozen_seed0,loco_terekhova,B,0,1,50,0.1144,14.6513,-0.0241,15.4331,-0.1384,,,
geneformer_frozen_seed0,loco_terekhova,B,0,2,5,0.1149,14.7363,0.1678,20.7958,0.0529,,,
geneformer_frozen_seed0,loco_terekhova,B,0,2,10,0.1149,14.7363,0.1521,20.6210,0.0371,,,
geneformer_frozen_seed0,loco_terekhova,B,0,2,25,0.1149,14.7363,-0.0136,25.8690,-0.1285,,,
geneformer_frozen_seed0,loco_terekhova,B,0,2,50,0.1149,14.7363,0.0204,15.3597,-0.0945,,,
geneformer_frozen_seed0,loco_terekhova,B,0,3,5,0.0646,13.8785,0.1356,30.4611,0.0710,,,
geneformer_frozen_seed0,loco_terekhova,B,0,3,10,0.0646,13.8785,0.1429,31.4412,0.0783,,,
geneformer_frozen_seed0,loco_terekhova,B,0,3,25,0.0646,13.8785,-0.0038,15.4442,-0.0684,,,
geneformer_frozen_seed0,loco_terekhova,B,0,3,50,0.0646,13.8785,0.0651,15.5972,0.0005,,,
geneformer_frozen_seed0,loco_terekhova,B,0,4,5,0.0349,14.8548,0.1191,23.7202,0.0842,,,
geneformer_frozen_seed0,loco_terekhova,B,0,4,10,0.0349,14.8548,0.1125,23.4815,0.0776,,,
geneformer_frozen_seed0,loco_terekhova,B,0,4,25,0.0349,14.8548,-0.0553,14.3304,-0.0903,,,
geneformer_frozen_seed0,loco_terekhova,B,0,4,50,0.0349,14.8548,0.0237,15.3026,-0.0112,,,
geneformer_frozen_seed0,loco_terekhova,B,0,5,5,0.0649,15.7584,0.1465,21.7009,0.0817,,,
geneformer_frozen_seed0,loco_terekhova,B,0,5,10,0.0649,15.7584,0.1711,24.1660,0.1063,,,
geneformer_frozen_seed0,loco_terekhova,B,0,5,25,0.0649,15.7584,0.0789,15.0968,0.0141,,,
geneformer_frozen_seed0,loco_terekhova,B,0,5,50,0.0649,15.7584,-0.0152,15.4487,-0.0801,,,
geneformer_frozen_seed0,loco_terekhova,B,0,6,5,0.0750,14.4488,0.1795,26.7429,0.1045,,,
geneformer_frozen_seed0,loco_terekhova,B,0,6,10,0.0750,14.4488,0.1847,25.9043,0.1096,,,
geneformer_frozen_seed0,loco_terekhova,B,0,6,25,0.0750,14.4488,0.1012,15.4060,0.0262,,,
geneformer_frozen_seed0,loco_terekhova,B,0,6,50,0.0750,14.4488,0.1057,14.9347,0.0307,,,
geneformer_frozen_seed0,loco_terekhova,B,0,7,5,0.0719,14.1400,0.1803,23.7096,0.1083,,,
geneformer_frozen_seed0,loco_terekhova,B,0,7,10,0.0719,14.1400,0.2160,24.6888,0.1441,,,
geneformer_frozen_seed0,loco_terekhova,B,0,7,25,0.0719,14.1400,0.1406,15.3138,0.0687,,,
geneformer_frozen_seed0,loco_terekhova,B,0,7,50,0.0719,14.1400,0.1827,15.5315,0.1108,,,
geneformer_frozen_seed0,loco_terekhova,B,0,8,5,0.1024,14.5415,0.2307,19.0640,0.1284,,,
geneformer_frozen_seed0,loco_terekhova,B,0,8,10,0.1024,14.5415,0.2153,17.7294,0.1130,,,
geneformer_frozen_seed0,loco_terekhova,B,0,8,25,0.1024,14.5415,0.0960,16.3420,-0.0063,,,
geneformer_frozen_seed0,loco_terekhova,B,0,8,50,0.1024,14.5415,0.1191,15.5454,0.0167,,,
geneformer_frozen_seed0,loco_terekhova,B,0,9,5,0.2278,14.8223,0.2805,17.3253,0.0527,,,
geneformer_frozen_seed0,loco_terekhova,B,0,9,10,0.2278,14.8223,0.2826,15.3347,0.0548,,,
geneformer_frozen_seed0,loco_terekhova,B,0,9,25,0.2278,14.8223,0.0941,15.2452,-0.1338,,,
geneformer_frozen_seed0,loco_terekhova,B,0,9,50,0.2278,14.8223,0.1815,15.5411,-0.0463,,,
geneformer_frozen_seed0,loco_terekhova,B,0,10,5,0.2084,14.4128,0.2903,14.2119,0.0818,,,
geneformer_frozen_seed0,loco_terekhova,B,0,10,10,0.2084,14.4128,0.2582,13.5616,0.0497,,,
geneformer_frozen_seed0,loco_terekhova,B,0,10,25,0.2084,14.4128,0.1873,15.4391,-0.0211,,,
geneformer_frozen_seed0,loco_terekhova,B,0,10,50,0.2084,14.4128,0.1942,15.6955,-0.0143,,,
geneformer_frozen_seed0,loco_terekhova,B,0,11,5,0.1787,22.3100,0.2394,27.5490,0.0607,,,
geneformer_frozen_seed0,loco_terekhova,B,0,11,10,0.1787,22.3100,0.2014,21.9476,0.0227,,,
geneformer_frozen_seed0,loco_terekhova,B,0,11,25,0.1787,22.3100,0.2507,15.0119,0.0720,,,
geneformer_frozen_seed0,loco_terekhova,B,0,11,50,0.1787,22.3100,0.2419,15.1521,0.0631,,,
geneformer_frozen_seed0,loco_terekhova,B,0,12,5,0.1024,14.0191,0.2350,15.2908,0.1326,,,
geneformer_frozen_seed0,loco_terekhova,B,0,12,10,0.1024,14.0191,0.2000,15.4515,0.0975,,,
geneformer_frozen_seed0,loco_terekhova,B,0,12,25,0.1024,14.0191,0.0872,15.1125,-0.0152,,,
geneformer_frozen_seed0,loco_terekhova,B,0,12,50,0.1024,14.0191,0.0769,15.3174,-0.0256,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,0,5,0.1846,14.2012,0.1612,21.3400,-0.0234,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,0,10,0.1846,14.2012,0.0604,14.6315,-0.1242,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,0,25,0.1846,14.2012,0.0627,15.1869,-0.1219,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,0,50,0.1846,14.2012,-0.0399,15.3504,-0.2244,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,1,5,0.2285,14.6265,0.2334,19.7861,0.0049,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,1,10,0.2285,14.6265,0.0806,14.4258,-0.1479,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,1,25,0.2285,14.6265,0.0762,15.4823,-0.1524,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,1,50,0.2285,14.6265,0.0856,15.2987,-0.1429,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,2,5,0.2659,14.4117,0.2799,20.2864,0.0140,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,2,10,0.2659,14.4117,0.0859,15.0348,-0.1800,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,2,25,0.2659,14.4117,0.2164,16.1820,-0.0495,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,2,50,0.2659,14.4117,0.0555,15.5199,-0.2104,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,3,5,0.2349,14.3600,0.1773,17.7237,-0.0576,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,3,10,0.2349,14.3600,0.1486,15.2662,-0.0863,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,3,25,0.2349,14.3600,0.1015,14.9897,-0.1334,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,3,50,0.2349,14.3600,-0.0122,15.5964,-0.2471,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,4,5,0.1709,14.6418,0.2352,20.2584,0.0643,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,4,10,0.1709,14.6418,0.0448,14.6786,-0.1261,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,4,25,0.1709,14.6418,0.0870,19.5206,-0.0840,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,4,50,0.1709,14.6418,0.0391,15.7664,-0.1319,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,5,5,0.1917,13.7088,0.2146,14.7718,0.0228,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,5,10,0.1917,13.7088,0.0237,16.3768,-0.1680,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,5,25,0.1917,13.7088,0.0860,16.3516,-0.1057,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,5,50,0.1917,13.7088,-0.0307,16.0287,-0.2224,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,6,5,0.1738,14.5255,0.1330,14.4056,-0.0408,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,6,10,0.1738,14.5255,0.0039,14.9294,-0.1699,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,6,25,0.1738,14.5255,0.1196,18.2268,-0.0542,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,6,50,0.1738,14.5255,-0.0319,16.0264,-0.2057,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,7,5,0.1718,13.4016,0.0729,15.0745,-0.0989,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,7,10,0.1718,13.4016,-0.0054,14.4247,-0.1772,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,7,25,0.1718,13.4016,0.1446,15.2279,-0.0272,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,7,50,0.1718,13.4016,0.0423,16.1747,-0.1295,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,8,5,0.1982,13.8632,0.1855,13.4863,-0.0127,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,8,10,0.1982,13.8632,0.0306,14.4024,-0.1676,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,8,25,0.1982,13.8632,0.1712,15.9713,-0.0270,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,8,50,0.1982,13.8632,0.1406,15.7470,-0.0576,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,9,5,0.2109,13.3247,0.1626,15.6251,-0.0483,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,9,10,0.2109,13.3247,0.1432,15.1042,-0.0677,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,9,25,0.2109,13.3247,0.1565,16.6941,-0.0544,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,9,50,0.2109,13.3247,0.1294,15.5955,-0.0815,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,10,5,0.2138,13.6579,0.0847,14.5266,-0.1291,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,10,10,0.2138,13.6579,0.0740,14.5442,-0.1398,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,10,25,0.2138,13.6579,0.0922,15.3810,-0.1216,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,10,50,0.2138,13.6579,0.1038,15.6627,-0.1100,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,11,5,0.2270,14.2596,0.2758,15.4586,0.0489,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,11,10,0.2270,14.2596,0.0745,14.7338,-0.1524,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,11,25,0.2270,14.2596,0.1108,15.5580,-0.1162,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,11,50,0.2270,14.2596,0.0835,15.4676,-0.1435,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,12,5,0.1989,15.1889,0.1312,15.7652,-0.0677,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,12,10,0.1989,15.1889,0.0764,14.5305,-0.1225,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,12,25,0.1989,15.1889,0.0634,14.0122,-0.1354,,,
geneformer_frozen_seed0,loco_terekhova,NK,0,12,50,0.1989,15.1889,0.0871,15.5797,-0.1118,,,
geneformer_frozen_seed1,loco_onek1k,NK,1,0,5,0.1230,23.3351,0.1062,23.8502,-0.0168,0.2058,0.3589,0.1531
geneformer_frozen_seed1,loco_onek1k,NK,1,0,10,0.1230,23.3351,0.1642,22.0393,0.0411,0.2058,0.2018,-0.0040
geneformer_frozen_seed1,loco_onek1k,NK,1,0,25,0.1230,23.3351,0.0718,20.4468,-0.0512,0.2058,0.3246,0.1188
geneformer_frozen_seed1,loco_onek1k,NK,1,0,50,0.1230,23.3351,0.0959,20.0803,-0.0271,0.2058,0.2720,0.0662
geneformer_frozen_seed1,loco_onek1k,NK,1,1,5,0.1167,40.5825,0.0574,22.3156,-0.0593,0.2524,0.3389,0.0864
geneformer_frozen_seed1,loco_onek1k,NK,1,1,10,0.1167,40.5825,0.0335,28.5734,-0.0831,0.2524,0.2842,0.0318
geneformer_frozen_seed1,loco_onek1k,NK,1,1,25,0.1167,40.5825,0.2387,20.2113,0.1220,0.2524,0.2636,0.0111
geneformer_frozen_seed1,loco_onek1k,NK,1,1,50,0.1167,40.5825,0.1512,20.4227,0.0345,0.2524,-0.0035,-0.2559
geneformer_frozen_seed1,loco_onek1k,NK,1,2,5,0.1222,38.0720,0.1644,32.5423,0.0422,0.1957,0.3258,0.1302
geneformer_frozen_seed1,loco_onek1k,NK,1,2,10,0.1222,38.0720,0.0146,39.0851,-0.1077,0.1957,0.3257,0.1300
geneformer_frozen_seed1,loco_onek1k,NK,1,2,25,0.1222,38.0720,0.2611,20.4840,0.1389,0.1957,0.3825,0.1868
geneformer_frozen_seed1,loco_onek1k,NK,1,2,50,0.1222,38.0720,-0.0541,20.1233,-0.1763,0.1957,0.1506,-0.0451
geneformer_frozen_seed1,loco_onek1k,NK,1,3,5,0.2534,39.7570,-0.0224,21.2612,-0.2758,0.2945,0.2074,-0.0871
geneformer_frozen_seed1,loco_onek1k,NK,1,3,10,0.2534,39.7570,0.2036,21.2445,-0.0498,0.2945,0.3376,0.0431
geneformer_frozen_seed1,loco_onek1k,NK,1,3,25,0.2534,39.7570,0.2408,31.4539,-0.0126,0.2945,0.3560,0.0615
geneformer_frozen_seed1,loco_onek1k,NK,1,3,50,0.2534,39.7570,0.0730,20.4868,-0.1804,0.2945,0.1572,-0.1373
geneformer_frozen_seed1,loco_onek1k,NK,1,4,5,0.2277,29.2230,0.1101,32.1191,-0.1176,0.2796,0.3106,0.0309
geneformer_frozen_seed1,loco_onek1k,NK,1,4,10,0.2277,29.2230,0.1448,21.3706,-0.0829,0.2796,0.3762,0.0966
geneformer_frozen_seed1,loco_onek1k,NK,1,4,25,0.2277,29.2230,-0.0182,29.0710,-0.2458,0.2796,0.3310,0.0513
geneformer_frozen_seed1,loco_onek1k,NK,1,4,50,0.2277,29.2230,0.0186,19.9312,-0.2091,0.2796,0.2546,-0.0251
geneformer_frozen_seed1,loco_onek1k,NK,1,5,5,0.2382,27.0204,0.1395,21.0990,-0.0987,0.2932,0.2641,-0.0290
geneformer_frozen_seed1,loco_onek1k,NK,1,5,10,0.2382,27.0204,0.1861,20.4361,-0.0521,0.2932,0.3889,0.0957
geneformer_frozen_seed1,loco_onek1k,NK,1,5,25,0.2382,27.0204,0.1014,20.0378,-0.1368,0.2932,0.3117,0.0186
geneformer_frozen_seed1,loco_onek1k,NK,1,5,50,0.2382,27.0204,0.1648,19.9496,-0.0734,0.2932,0.2795,-0.0137
geneformer_frozen_seed1,loco_onek1k,NK,1,6,5,0.2058,42.5769,0.1466,20.8547,-0.0592,0.3540,0.2967,-0.0573
geneformer_frozen_seed1,loco_onek1k,NK,1,6,10,0.2058,42.5769,0.1446,20.3835,-0.0612,0.3540,0.4230,0.0690
geneformer_frozen_seed1,loco_onek1k,NK,1,6,25,0.2058,42.5769,0.2452,19.9117,0.0394,0.3540,0.3521,-0.0019
geneformer_frozen_seed1,loco_onek1k,NK,1,6,50,0.2058,42.5769,0.1419,20.0109,-0.0640,0.3540,0.2186,-0.1354
geneformer_frozen_seed1,loco_onek1k,NK,1,7,5,0.2238,34.0266,0.0740,21.1374,-0.1499,0.3480,0.3258,-0.0222
geneformer_frozen_seed1,loco_onek1k,NK,1,7,10,0.2238,34.0266,0.1346,20.1451,-0.0892,0.3480,0.4354,0.0874
geneformer_frozen_seed1,loco_onek1k,NK,1,7,25,0.2238,34.0266,0.2532,19.7772,0.0294,0.3480,0.2924,-0.0557
geneformer_frozen_seed1,loco_onek1k,NK,1,7,50,0.2238,34.0266,0.1014,19.8148,-0.1225,0.3480,0.2456,-0.1024
geneformer_frozen_seed1,loco_onek1k,NK,1,8,5,0.2299,32.5113,0.0968,20.5545,-0.1331,0.3300,0.2860,-0.0440
geneformer_frozen_seed1,loco_onek1k,NK,1,8,10,0.2299,32.5113,0.1447,20.6116,-0.0852,0.3300,0.4035,0.0736
geneformer_frozen_seed1,loco_onek1k,NK,1,8,25,0.2299,32.5113,0.1702,19.6257,-0.0597,0.3300,0.2298,-0.1002
geneformer_frozen_seed1,loco_onek1k,NK,1,8,50,0.2299,32.5113,-0.0470,19.6172,-0.2769,0.3300,0.2312,-0.0988
geneformer_frozen_seed1,loco_onek1k,NK,1,9,5,0.2267,33.5666,0.1751,24.4707,-0.0516,0.3412,0.3509,0.0098
geneformer_frozen_seed1,loco_onek1k,NK,1,9,10,0.2267,33.5666,0.1067,20.6621,-0.1200,0.3412,0.4152,0.0741
geneformer_frozen_seed1,loco_onek1k,NK,1,9,25,0.2267,33.5666,0.2390,19.7527,0.0123,0.3412,0.3383,-0.0028
geneformer_frozen_seed1,loco_onek1k,NK,1,9,50,0.2267,33.5666,0.1353,19.7476,-0.0914,0.3412,0.3424,0.0013
geneformer_frozen_seed1,loco_onek1k,NK,1,10,5,0.2013,37.2163,0.1389,20.7133,-0.0624,0.3604,0.2482,-0.1122
geneformer_frozen_seed1,loco_onek1k,NK,1,10,10,0.2013,37.2163,0.1128,20.6614,-0.0884,0.3604,0.3995,0.0390
geneformer_frozen_seed1,loco_onek1k,NK,1,10,25,0.2013,37.2163,0.1049,19.9204,-0.0963,0.3604,0.3256,-0.0349
geneformer_frozen_seed1,loco_onek1k,NK,1,10,50,0.2013,37.2163,0.0559,19.8611,-0.1454,0.3604,0.3570,-0.0034
geneformer_frozen_seed1,loco_onek1k,NK,1,11,5,0.0890,37.1283,0.1335,24.1921,0.0445,0.3412,0.3279,-0.0133
geneformer_frozen_seed1,loco_onek1k,NK,1,11,10,0.0890,37.1283,0.0203,20.6300,-0.0687,0.3412,0.3727,0.0315
geneformer_frozen_seed1,loco_onek1k,NK,1,11,25,0.0890,37.1283,-0.0173,20.2157,-0.1063,0.3412,0.1648,-0.1765
geneformer_frozen_seed1,loco_onek1k,NK,1,11,50,0.0890,37.1283,0.0412,19.7732,-0.0478,0.3412,0.2081,-0.1331
geneformer_frozen_seed1,loco_onek1k,NK,1,12,5,0.1972,22.3003,0.0807,19.4917,-0.1165,0.2433,0.1581,-0.0852
geneformer_frozen_seed1,loco_onek1k,NK,1,12,10,0.1972,22.3003,-0.0582,20.3735,-0.2554,0.2433,0.3321,0.0888
geneformer_frozen_seed1,loco_onek1k,NK,1,12,25,0.1972,22.3003,-0.0307,19.7654,-0.2279,0.2433,0.3750,0.1317
geneformer_frozen_seed1,loco_onek1k,NK,1,12,50,0.1972,22.3003,0.0359,19.7429,-0.1613,0.2433,0.4236,0.1803
geneformer_frozen_seed2,loco_onek1k,NK,2,0,5,0.1068,10.9128,0.2059,17.7098,0.0992,0.2081,0.4003,0.1922
geneformer_frozen_seed2,loco_onek1k,NK,2,0,10,0.1068,10.9128,0.0480,15.9518,-0.0587,0.2081,0.2500,0.0419
geneformer_frozen_seed2,loco_onek1k,NK,2,0,25,0.1068,10.9128,-0.0359,19.8573,-0.1426,0.2081,0.3050,0.0969
geneformer_frozen_seed2,loco_onek1k,NK,2,0,50,0.1068,10.9128,-0.0461,19.7973,-0.1529,0.2081,0.1709,-0.0372
geneformer_frozen_seed2,loco_onek1k,NK,2,1,5,0.1869,14.5044,0.1651,13.9414,-0.0218,0.2288,0.3583,0.1295
geneformer_frozen_seed2,loco_onek1k,NK,2,1,10,0.1869,14.5044,0.1656,19.4007,-0.0213,0.2288,0.3045,0.0757
geneformer_frozen_seed2,loco_onek1k,NK,2,1,25,0.1869,14.5044,0.1742,19.9516,-0.0127,0.2288,0.3157,0.0868
geneformer_frozen_seed2,loco_onek1k,NK,2,1,50,0.1869,14.5044,0.1342,19.8502,-0.0527,0.2288,-0.0800,-0.3089
geneformer_frozen_seed2,loco_onek1k,NK,2,2,5,0.1740,44.2148,0.3032,19.4014,0.1292,0.2499,0.2926,0.0427
geneformer_frozen_seed2,loco_onek1k,NK,2,2,10,0.1740,44.2148,0.2250,20.6134,0.0510,0.2499,0.2134,-0.0365
geneformer_frozen_seed2,loco_onek1k,NK,2,2,25,0.1740,44.2148,-0.0221,20.1436,-0.1960,0.2499,0.2173,-0.0326
geneformer_frozen_seed2,loco_onek1k,NK,2,2,50,0.1740,44.2148,-0.0051,19.6669,-0.1790,0.2499,0.0371,-0.2128
geneformer_frozen_seed2,loco_onek1k,NK,2,3,5,0.2833,24.5979,0.0979,22.2966,-0.1854,0.1587,0.1421,-0.0166
geneformer_frozen_seed2,loco_onek1k,NK,2,3,10,0.2833,24.5979,0.2452,21.8641,-0.0381,0.1587,0.1411,-0.0175
geneformer_frozen_seed2,loco_onek1k,NK,2,3,25,0.2833,24.5979,0.0966,49.4082,-0.1867,0.1587,0.2082,0.0495
geneformer_frozen_seed2,loco_onek1k,NK,2,3,50,0.2833,24.5979,0.1206,19.7428,-0.1627,0.1587,0.1809,0.0222
geneformer_frozen_seed2,loco_onek1k,NK,2,4,5,0.3056,34.2799,0.1899,22.7418,-0.1157,0.2126,0.1434,-0.0692
geneformer_frozen_seed2,loco_onek1k,NK,2,4,10,0.3056,34.2799,0.2563,21.1869,-0.0493,0.2126,0.3102,0.0976
geneformer_frozen_seed2,loco_onek1k,NK,2,4,25,0.3056,34.2799,0.1814,20.0773,-0.1242,0.2126,0.2400,0.0274
geneformer_frozen_seed2,loco_onek1k,NK,2,4,50,0.3056,34.2799,0.1760,22.2718,-0.1296,0.2126,0.0081,-0.2045
geneformer_frozen_seed2,loco_onek1k,NK,2,5,5,0.2816,20.8422,0.2340,20.6997,-0.0476,0.1834,0.1442,-0.0392
geneformer_frozen_seed2,loco_onek1k,NK,2,5,10,0.2816,20.8422,0.2451,19.9164,-0.0364,0.1834,0.2450,0.0615
geneformer_frozen_seed2,loco_onek1k,NK,2,5,25,0.2816,20.8422,0.1625,19.7914,-0.1191,0.1834,0.0497,-0.1337
geneformer_frozen_seed2,loco_onek1k,NK,2,5,50,0.2816,20.8422,0.0034,19.6978,-0.2782,0.1834,-0.1319,-0.3153
geneformer_frozen_seed2,loco_onek1k,NK,2,6,5,0.2891,24.1935,0.2270,18.4221,-0.0621,0.1715,0.1717,0.0001
geneformer_frozen_seed2,loco_onek1k,NK,2,6,10,0.2891,24.1935,0.2414,18.5975,-0.0477,0.1715,0.2666,0.0951
geneformer_frozen_seed2,loco_onek1k,NK,2,6,25,0.2891,24.1935,0.1750,20.3875,-0.1141,0.1715,0.1637,-0.0079
geneformer_frozen_seed2,loco_onek1k,NK,2,6,50,0.2891,24.1935,0.0635,19.7797,-0.2256,0.1715,-0.0647,-0.2362
geneformer_frozen_seed2,loco_onek1k,NK,2,7,5,0.2855,11.9947,0.2120,15.9938,-0.0735,0.1968,0.2579,0.0610
geneformer_frozen_seed2,loco_onek1k,NK,2,7,10,0.2855,11.9947,0.2067,16.3973,-0.0788,0.1968,0.3384,0.1416
geneformer_frozen_seed2,loco_onek1k,NK,2,7,25,0.2855,11.9947,0.2281,16.6004,-0.0574,0.1968,0.1033,-0.0935
geneformer_frozen_seed2,loco_onek1k,NK,2,7,50,0.2855,11.9947,0.0932,16.8568,-0.1924,0.1968,-0.1040,-0.3008
geneformer_frozen_seed2,loco_onek1k,NK,2,8,5,0.2814,12.4952,0.2241,16.5804,-0.0573,0.1818,0.2126,0.0309
geneformer_frozen_seed2,loco_onek1k,NK,2,8,10,0.2814,12.4952,0.2091,19.8695,-0.0724,0.1818,0.3071,0.1253
geneformer_frozen_seed2,loco_onek1k,NK,2,8,25,0.2814,12.4952,0.2068,16.4147,-0.0747,0.1818,0.0307,-0.1511
geneformer_frozen_seed2,loco_onek1k,NK,2,8,50,0.2814,12.4952,0.0482,19.9182,-0.2332,0.1818,-0.2035,-0.3852
geneformer_frozen_seed2,loco_onek1k,NK,2,9,5,0.2821,11.7501,0.2495,13.9558,-0.0326,0.1633,0.1932,0.0299
geneformer_frozen_seed2,loco_onek1k,NK,2,9,10,0.2821,11.7501,0.2408,19.8567,-0.0412,0.1633,0.3589,0.1956
geneformer_frozen_seed2,loco_onek1k,NK,2,9,25,0.2821,11.7501,0.2469,16.3114,-0.0352,0.1633,0.0341,-0.1292
geneformer_frozen_seed2,loco_onek1k,NK,2,9,50,0.2821,11.7501,0.1426,19.8447,-0.1395,0.1633,-0.1549,-0.3182
geneformer_frozen_seed2,loco_onek1k,NK,2,10,5,0.2266,18.5138,0.2719,15.1134,0.0453,0.1909,0.2687,0.0778
geneformer_frozen_seed2,loco_onek1k,NK,2,10,10,0.2266,18.5138,0.2407,19.8803,0.0141,0.1909,0.3748,0.1838
