method,fold,cell_type,seed,layer,k_pc,R_full,MAE_full,R_residual,MAE_residual,deltaR_holdout,R_aida_full,R_aida_residual,deltaR_aida
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,10,5,0.6251,16.9358,0.3036,19.0529,-0.3214,0.5201,0.3235,-0.1967
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,10,10,0.6251,16.9358,-0.0215,19.7537,-0.6466,0.5201,0.2791,-0.2410
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,10,25,0.6251,16.9358,-0.1511,19.8767,-0.7762,0.5201,0.1783,-0.3418
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,10,50,0.6251,16.9358,-0.2811,19.9350,-0.9062,0.5201,0.1075,-0.4126
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,11,5,0.6272,19.3835,0.4225,19.9952,-0.2048,0.5316,0.2718,-0.2598
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,11,10,0.6272,19.3835,-0.0323,19.8778,-0.6595,0.5316,0.3201,-0.2115
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,11,25,0.6272,19.3835,-0.0340,19.9057,-0.6612,0.5316,0.1465,-0.3851
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,11,50,0.6272,19.3835,-0.1519,19.9363,-0.7791,0.5316,0.1556,-0.3760
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,12,5,0.6292,14.8276,0.3759,21.6611,-0.2534,0.5464,0.6140,0.0676
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,12,10,0.6292,14.8276,-0.1630,19.6512,-0.7922,0.5464,0.2177,-0.3288
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,12,25,0.6292,14.8276,0.0501,19.9370,-0.5791,0.5464,0.4239,-0.1226
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,12,50,0.6292,14.8276,0.0278,19.8905,-0.6014,0.5464,0.3788,-0.1677
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,0,5,0.3422,28.4714,0.3565,20.7371,0.0143,0.3165,0.3895,0.0730
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,0,10,0.3422,28.4714,0.2886,18.9148,-0.0537,0.3165,0.3141,-0.0025
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,0,25,0.3422,28.4714,0.2121,19.9436,-0.1301,0.3165,0.3341,0.0175
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,0,50,0.3422,28.4714,0.1851,19.9443,-0.1572,0.3165,0.1894,-0.1272
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,1,5,0.5148,27.5477,0.4327,17.1840,-0.0821,0.4751,0.4710,-0.0041
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,1,10,0.5148,27.5477,0.2803,21.8054,-0.2344,0.4751,0.4165,-0.0585
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,1,25,0.5148,27.5477,0.2850,20.1944,-0.2297,0.4751,0.3077,-0.1674
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,1,50,0.5148,27.5477,0.1664,19.7137,-0.3484,0.4751,-0.0805,-0.5556
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,2,5,0.5363,20.2958,0.4031,20.6601,-0.1331,0.4598,0.5449,0.0851
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,2,10,0.5363,20.2958,0.2491,18.0448,-0.2872,0.4598,0.4957,0.0359
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,2,25,0.5363,20.2958,0.2734,19.5619,-0.2629,0.4598,0.2630,-0.1969
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,2,50,0.5363,20.2958,0.2166,19.5983,-0.3197,0.4598,-0.0135,-0.4733
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,3,5,0.5689,10.9932,0.4803,17.6186,-0.0886,0.4758,0.5182,0.0424
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,3,10,0.5689,10.9932,0.2057,20.2919,-0.3632,0.4758,0.3916,-0.0843
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,3,25,0.5689,10.9932,0.2023,19.7880,-0.3666,0.4758,-0.0963,-0.5721
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,3,50,0.5689,10.9932,0.0802,19.6158,-0.4887,0.4758,-0.1433,-0.6191
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,4,5,0.5463,14.1504,0.5294,18.0992,-0.0169,0.4803,0.5353,0.0550
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,4,10,0.5463,14.1504,0.3968,19.2814,-0.1494,0.4803,0.3779,-0.1025
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,4,25,0.5463,14.1504,0.2023,19.6231,-0.3439,0.4803,-0.1820,-0.6624
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,4,50,0.5463,14.1504,0.1767,19.5514,-0.3696,0.4803,0.1188,-0.3615
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,5,5,0.6046,13.7889,0.3994,18.9018,-0.2052,0.4823,0.4206,-0.0618
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,5,10,0.6046,13.7889,0.2109,19.6367,-0.3937,0.4823,0.3079,-0.1745
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,5,25,0.6046,13.7889,0.3048,19.7111,-0.2998,0.4823,-0.1463,-0.6286
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,5,50,0.6046,13.7889,-0.0291,19.6808,-0.6336,0.4823,0.0741,-0.4083
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,6,5,0.6225,11.0513,0.3118,18.4338,-0.3107,0.5500,0.4525,-0.0975
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,6,10,0.6225,11.0513,0.1993,19.7332,-0.4232,0.5500,0.4190,-0.1311
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,6,25,0.6225,11.0513,0.2654,19.7293,-0.3571,0.5500,0.0628,-0.4872
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,6,50,0.6225,11.0513,0.0624,19.7434,-0.5601,0.5500,0.1564,-0.3936
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,7,5,0.6196,12.8324,0.1038,19.5675,-0.5158,0.5293,0.3331,-0.1962
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,7,10,0.6196,12.8324,0.2148,19.5875,-0.4048,0.5293,0.1648,-0.3645
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,7,25,0.6196,12.8324,0.2302,19.7748,-0.3894,0.5293,0.0955,-0.4338
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,7,50,0.6196,12.8324,-0.0916,19.8173,-0.7112,0.5293,0.1942,-0.3351
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,8,5,0.6195,13.9595,0.1263,20.4341,-0.4932,0.5513,0.3508,-0.2004
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,8,10,0.6195,13.9595,0.1418,19.8895,-0.4778,0.5513,0.2019,-0.3494
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,8,25,0.6195,13.9595,0.0247,19.6954,-0.5948,0.5513,0.2560,-0.2953
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,8,50,0.6195,13.9595,-0.1692,19.8763,-0.7887,0.5513,-0.1324,-0.6837
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,9,5,0.6143,14.4239,0.3172,20.8926,-0.2970,0.5523,0.4400,-0.1123
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,9,10,0.6143,14.4239,0.1324,19.7765,-0.4819,0.5523,0.3118,-0.2405
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,9,25,0.6143,14.4239,0.1039,19.8020,-0.5104,0.5523,0.2949,-0.2574
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,9,50,0.6143,14.4239,-0.1011,19.8165,-0.7154,0.5523,0.1570,-0.3953
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,10,5,0.6136,13.1082,0.1807,20.0424,-0.4330,0.5738,0.3759,-0.1979
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,10,10,0.6136,13.1082,0.2672,19.6170,-0.3465,0.5738,0.1408,-0.4330
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,10,25,0.6136,13.1082,0.1690,19.8552,-0.4447,0.5738,0.3271,-0.2467
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,10,50,0.6136,13.1082,0.0106,19.8770,-0.6030,0.5738,0.2378,-0.3360
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,11,5,0.6015,14.9456,0.0887,19.5678,-0.5127,0.5706,0.2880,-0.2825
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,11,10,0.6015,14.9456,0.3041,19.7484,-0.2974,0.5706,-0.0251,-0.5957
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,11,25,0.6015,14.9456,0.0651,19.7849,-0.5364,0.5706,0.3649,-0.2057
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,11,50,0.6015,14.9456,-0.0573,19.8188,-0.6588,0.5706,0.4067,-0.1639
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,12,5,0.5647,10.3589,0.2167,18.7982,-0.3480,0.5227,0.4621,-0.0606
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,12,10,0.5647,10.3589,0.1890,19.6494,-0.3757,0.5227,0.2369,-0.2858
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,12,25,0.5647,10.3589,0.1144,19.8373,-0.4503,0.5227,-0.0086,-0.5313
geneformer_rank16_seed2,loco_onek1k,CD4+ T,2,12,50,0.5647,10.3589,0.0290,19.9094,-0.5357,0.5227,-0.0525,-0.5752
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,0,5,0.3422,28.4714,0.3565,20.7371,0.0143,0.3165,0.3895,0.0730
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,0,10,0.3422,28.4714,0.2886,18.9119,-0.0536,0.3165,0.3141,-0.0024
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,0,25,0.3422,28.4714,0.1813,20.0163,-0.1609,0.3165,0.2581,-0.0584
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,0,50,0.3422,28.4714,0.2101,19.7504,-0.1321,0.3165,0.3006,-0.0159
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,1,5,0.5057,27.2594,0.4472,17.2044,-0.0585,0.4770,0.4750,-0.0019
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,1,10,0.5057,27.2594,0.2961,20.9559,-0.2096,0.4770,0.4230,-0.0540
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,1,25,0.5057,27.2594,0.2799,20.0863,-0.2258,0.4770,0.2791,-0.1979
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,1,50,0.5057,27.2594,0.2130,19.8156,-0.2927,0.4770,0.0408,-0.4362
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,2,5,0.4710,31.9756,0.4782,22.8923,0.0072,0.4943,0.5517,0.0574
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,2,10,0.4710,31.9756,0.3305,14.3489,-0.1406,0.4943,0.5191,0.0248
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,2,25,0.4710,31.9756,0.2697,19.3212,-0.2013,0.4943,0.3185,-0.1758
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,2,50,0.4710,31.9756,0.2119,19.8428,-0.2591,0.4943,-0.1193,-0.6136
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,3,5,0.5386,22.4320,0.5464,23.0638,0.0078,0.4335,0.5199,0.0864
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,3,10,0.5386,22.4320,0.4390,22.2279,-0.0996,0.4335,0.2972,-0.1363
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,3,25,0.5386,22.4320,0.2632,19.7508,-0.2754,0.4335,0.0182,-0.4153
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,3,50,0.5386,22.4320,0.1380,19.7133,-0.4005,0.4335,-0.0655,-0.4990
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,4,5,0.5007,39.6566,0.5328,25.9883,0.0321,0.4515,0.5724,0.1209
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,4,10,0.5007,39.6566,0.4287,26.4743,-0.0720,0.4515,0.2721,-0.1794
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,4,25,0.5007,39.6566,0.2507,19.5971,-0.2500,0.4515,-0.1077,-0.5592
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,4,50,0.5007,39.6566,0.1882,19.7887,-0.3126,0.4515,0.0957,-0.3557
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,5,5,0.5837,25.2229,0.5730,19.8084,-0.0107,0.4272,0.6100,0.1828
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,5,10,0.5837,25.2229,0.3444,19.6902,-0.2393,0.4272,0.1381,-0.2891
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,5,25,0.5837,25.2229,0.2662,19.6175,-0.3176,0.4272,-0.1921,-0.6193
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,5,50,0.5837,25.2229,-0.0621,19.5881,-0.6458,0.4272,0.0229,-0.4043
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,6,5,0.6121,25.6941,0.6079,18.5587,-0.0042,0.5584,0.6096,0.0511
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,6,10,0.6121,25.6941,0.3454,19.4328,-0.2667,0.5584,0.2907,-0.2677
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,6,25,0.6121,25.6941,0.2449,19.6280,-0.3672,0.5584,-0.0559,-0.6143
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,6,50,0.6121,25.6941,0.2286,19.6619,-0.3835,0.5584,0.0024,-0.5561
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,7,5,0.5925,22.8088,0.5664,21.2184,-0.0261,0.5403,0.5790,0.0387
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,7,10,0.5925,22.8088,0.3237,19.6353,-0.2688,0.5403,0.2071,-0.3332
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,7,25,0.5925,22.8088,0.2324,19.7313,-0.3601,0.5403,0.0667,-0.4736
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,7,50,0.5925,22.8088,0.0886,19.7618,-0.5039,0.5403,-0.0985,-0.6388
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,8,5,0.6069,34.3404,0.5046,23.8714,-0.1023,0.6118,0.5916,-0.0203
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,8,10,0.6069,34.3404,0.2798,19.5929,-0.3271,0.6118,0.3334,-0.2784
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,8,25,0.6069,34.3404,0.1374,19.6656,-0.4695,0.6118,0.0448,-0.5670
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,8,50,0.6069,34.3404,0.1037,19.6183,-0.5032,0.6118,-0.1937,-0.8055
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,9,5,0.6165,29.8907,0.5343,22.2057,-0.0823,0.6167,0.5806,-0.0361
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,9,10,0.6165,29.8907,0.2154,19.4782,-0.4012,0.6167,0.4382,-0.1785
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,9,25,0.6165,29.8907,0.2159,19.6109,-0.4006,0.6167,0.3324,-0.2843
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,9,50,0.6165,29.8907,0.0440,19.7037,-0.5725,0.6167,0.1345,-0.4822
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,10,5,0.6298,25.2197,0.4757,20.0976,-0.1541,0.6149,0.5362,-0.0788
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,10,10,0.6298,25.2197,0.2729,19.3232,-0.3570,0.6149,0.3244,-0.2905
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,10,25,0.6298,25.2197,0.1986,19.7827,-0.4312,0.6149,0.1885,-0.4264
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,10,50,0.6298,25.2197,0.0804,19.7657,-0.5495,0.6149,0.1859,-0.4290
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,11,5,0.5618,35.2299,0.4589,26.8303,-0.1029,0.6280,0.5590,-0.0689
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,11,10,0.5618,35.2299,0.2532,19.4423,-0.3085,0.6280,0.4449,-0.1831
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,11,25,0.5618,35.2299,0.0266,19.6461,-0.5351,0.6280,0.2244,-0.4035
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,11,50,0.5618,35.2299,0.0965,19.8775,-0.4653,0.6280,0.2966,-0.3313
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,12,5,0.6359,11.0030,0.2689,19.0314,-0.3670,0.6134,0.3111,-0.3023
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,12,10,0.6359,11.0030,0.0285,19.1418,-0.6074,0.6134,0.3702,-0.2432
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,12,25,0.6359,11.0030,0.1727,19.7865,-0.4632,0.6134,0.1757,-0.4377
geneformer_rank32_seed0,loco_onek1k,CD4+ T,0,12,50,0.6359,11.0030,0.1117,19.9630,-0.5243,0.6134,-0.2278,-0.8413
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,0,5,0.3422,28.4714,0.3565,20.7371,0.0143,0.3165,0.3895,0.0730
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,0,10,0.3422,28.4714,0.2892,18.9073,-0.0530,0.3165,0.3144,-0.0022
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,0,25,0.3422,28.4714,0.1890,19.9942,-0.1532,0.3165,0.3274,0.0109
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,0,50,0.3422,28.4714,0.2140,19.8043,-0.1283,0.3165,0.2548,-0.0617
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,1,5,0.4971,27.2832,0.4289,17.2448,-0.0682,0.4664,0.4643,-0.0021
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,1,10,0.4971,27.2832,0.2860,20.7510,-0.2111,0.4664,0.4180,-0.0483
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,1,25,0.4971,27.2832,0.2823,20.1960,-0.2148,0.4664,0.3197,-0.1467
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,1,50,0.4971,27.2832,0.2041,19.8026,-0.2929,0.4664,0.0851,-0.3812
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,2,5,0.4712,34.2840,0.4302,22.9572,-0.0411,0.4664,0.5204,0.0540
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,2,10,0.4712,34.2840,0.3071,14.5217,-0.1641,0.4664,0.5298,0.0634
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,2,25,0.4712,34.2840,0.2773,19.4805,-0.1939,0.4664,0.2420,-0.2244
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,2,50,0.4712,34.2840,0.2018,19.6145,-0.2695,0.4664,-0.0676,-0.5339
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,3,5,0.5290,30.8719,0.4964,21.2072,-0.0326,0.4214,0.4976,0.0762
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,3,10,0.5290,30.8719,0.4031,28.3441,-0.1260,0.4214,0.2685,-0.1529
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,3,25,0.5290,30.8719,0.2694,19.8286,-0.2596,0.4214,0.0771,-0.3443
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,3,50,0.5290,30.8719,0.2191,19.5978,-0.3099,0.4214,-0.0991,-0.5205
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,4,5,0.5187,39.2210,0.5428,19.2765,0.0241,0.3952,0.5418,0.1467
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,4,10,0.5187,39.2210,0.4055,25.0894,-0.1132,0.3952,0.2911,-0.1041
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,4,25,0.5187,39.2210,0.2780,19.7179,-0.2407,0.3952,-0.1201,-0.5153
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,4,50,0.5187,39.2210,0.2185,19.6990,-0.3002,0.3952,0.0652,-0.3299
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,5,5,0.6024,20.4976,0.5261,19.7992,-0.0763,0.4195,0.5471,0.1276
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,5,10,0.6024,20.4976,0.2054,20.5907,-0.3970,0.4195,0.1025,-0.3170
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,5,25,0.6024,20.4976,0.0688,19.8630,-0.5337,0.4195,-0.0954,-0.5149
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,5,50,0.6024,20.4976,-0.0235,19.6256,-0.6259,0.4195,0.1103,-0.3092
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,6,5,0.6406,19.7889,0.5843,15.8169,-0.0564,0.5167,0.5403,0.0236
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,6,10,0.6406,19.7889,0.2672,19.9090,-0.3734,0.5167,0.2911,-0.2256
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,6,25,0.6406,19.7889,0.2073,19.8679,-0.4333,0.5167,0.0037,-0.5130
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,6,50,0.6406,19.7889,0.2444,19.7320,-0.3963,0.5167,-0.0563,-0.5730
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,7,5,0.6139,21.1643,0.5393,19.4972,-0.0745,0.5027,0.5077,0.0050
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,7,10,0.6139,21.1643,0.2106,19.7580,-0.4033,0.5027,0.1578,-0.3449
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,7,25,0.6139,21.1643,0.0471,19.7462,-0.5668,0.5027,0.1451,-0.3577
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,7,50,0.6139,21.1643,0.1694,19.7570,-0.4445,0.5027,-0.0933,-0.5960
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,8,5,0.6054,28.9597,0.4646,20.4834,-0.1408,0.5619,0.5242,-0.0377
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,8,10,0.6054,28.9597,0.3392,19.6132,-0.2662,0.5619,0.1823,-0.3797
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,8,25,0.6054,28.9597,0.1011,19.7148,-0.5043,0.5619,0.1126,-0.4493
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,8,50,0.6054,28.9597,0.1263,19.5595,-0.4791,0.5619,-0.1451,-0.7070
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,9,5,0.6137,21.3518,0.4775,21.6908,-0.1362,0.5673,0.5435,-0.0238
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,9,10,0.6137,21.3518,0.2910,19.6949,-0.3227,0.5673,0.2741,-0.2932
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,9,25,0.6137,21.3518,0.0573,19.7709,-0.5564,0.5673,0.2378,-0.3295
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,9,50,0.6137,21.3518,-0.0797,19.6802,-0.6933,0.5673,-0.2217,-0.7891
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,10,5,0.6238,16.0083,0.4013,20.5564,-0.2225,0.5877,0.5387,-0.0490
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,10,10,0.6238,16.0083,0.1597,19.7515,-0.4641,0.5877,0.2912,-0.2964
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,10,25,0.6238,16.0083,0.1540,19.8254,-0.4698,0.5877,0.0001,-0.5876
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,10,50,0.6238,16.0083,0.0453,19.8816,-0.5785,0.5877,0.2096,-0.3781
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,11,5,0.5743,17.5680,0.2932,20.8681,-0.2812,0.6176,0.5562,-0.0614
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,11,10,0.5743,17.5680,-0.0230,19.4572,-0.5973,0.6176,0.3609,-0.2567
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,11,25,0.5743,17.5680,-0.0535,19.8969,-0.6278,0.6176,0.2052,-0.4124
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,11,50,0.5743,17.5680,0.0496,19.9303,-0.5247,0.6176,0.0037,-0.6139
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,12,5,0.6450,13.4208,0.2152,19.3239,-0.4298,0.5859,0.2423,-0.3436
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,12,10,0.6450,13.4208,-0.0215,19.5697,-0.6665,0.5859,0.4555,-0.1305
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,12,25,0.6450,13.4208,0.1111,19.8571,-0.5339,0.5859,0.0242,-0.5617
geneformer_rank32_seed1,loco_onek1k,CD4+ T,1,12,50,0.6450,13.4208,0.1351,19.9399,-0.5099,0.5859,0.0739,-0.5120
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,0,5,0.3422,28.4714,0.3565,20.7371,0.0143,0.3165,0.3895,0.0730
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,0,10,0.3422,28.4714,0.2886,18.9154,-0.0536,0.3165,0.3147,-0.0018
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,0,25,0.3422,28.4714,0.1859,20.0331,-0.1564,0.3165,0.3253,0.0088
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,0,50,0.3422,28.4714,0.1972,19.9189,-0.1450,0.3165,0.2954,-0.0211
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,1,5,0.5050,28.1312,0.4369,17.1192,-0.0682,0.4729,0.4640,-0.0089
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,1,10,0.5050,28.1312,0.2871,21.5326,-0.2180,0.4729,0.4192,-0.0537
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,1,25,0.5050,28.1312,0.2744,20.2464,-0.2306,0.4729,0.3067,-0.1661
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,1,50,0.5050,28.1312,0.1829,19.7636,-0.3221,0.4729,0.0263,-0.4466
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,2,5,0.5265,22.8324,0.4335,22.8802,-0.0930,0.4385,0.5316,0.0930
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,2,10,0.5265,22.8324,0.2067,19.1022,-0.3197,0.4385,0.4770,0.0384
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,2,25,0.5265,22.8324,0.2796,19.4397,-0.2469,0.4385,0.3211,-0.1175
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,2,50,0.5265,22.8324,0.2311,19.6537,-0.2954,0.4385,0.0132,-0.4253
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,3,5,0.5590,15.5727,0.5494,21.0747,-0.0096,0.4585,0.5315,0.0730
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,3,10,0.5590,15.5727,0.2935,20.9294,-0.2655,0.4585,0.2843,-0.1742
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,3,25,0.5590,15.5727,0.2283,19.7724,-0.3307,0.4585,0.0001,-0.4584
