donor,pred_age,true_age
onek1k:511_512,52.58469200134277,89.0
onek1k:512_513,55.406463623046875,79.0
onek1k:513_514,53.23548698425293,82.0
onek1k:514_515,52.46091079711914,90.0
onek1k:515_516,54.13029861450195,37.0
onek1k:516_517,52.365365982055664,34.0
onek1k:517_518,54.101911544799805,68.0
onek1k:519_520,55.43011283874512,75.0
onek1k:51_51,53.69963073730469,60.0
onek1k:520_521,54.59935760498047,69.0
onek1k:521_522,52.293622970581055,57.0
onek1k:522_523,51.365732192993164,62.0
onek1k:524_525,53.75870704650879,74.0
onek1k:525_526,55.184579849243164,78.0
onek1k:526_527,53.59697151184082,66.0
onek1k:527_528,52.424652099609375,65.0
onek1k:528_529,55.26053810119629,68.0
onek1k:529_530,52.87464714050293,78.0
onek1k:52_52,51.72033500671387,52.0
onek1k:530_531,56.735483169555664,78.0
onek1k:531_532,55.135751724243164,65.0
onek1k:532_533,54.92471694946289,79.0
onek1k:533_534,54.532047271728516,33.0
onek1k:534_535,53.600582122802734,88.0
onek1k:535_536,54.0508975982666,82.0
onek1k:536_537,50.80143928527832,67.0
onek1k:537_538,50.41689682006836,53.0
onek1k:538_539,53.7674503326416,60.0
onek1k:539_540,53.69620132446289,62.0
onek1k:53_53,50.443092346191406,32.0
onek1k:540_541,52.93161582946777,53.0
onek1k:541_542,51.67980194091797,58.0
onek1k:542_543,53.3861083984375,58.0
onek1k:543_544,52.68667221069336,72.0
onek1k:544_545,55.85943412780762,68.0
onek1k:545_546,52.26013374328613,67.0
onek1k:546_547,49.91134262084961,73.0
onek1k:547_548,53.9356575012207,73.0
onek1k:548_549,52.979148864746094,40.0
onek1k:549_550,51.552398681640625,60.0
onek1k:54_54,53.86019515991211,66.0
onek1k:550_551,56.16171073913574,82.0
onek1k:551_552,55.742919921875,72.0
onek1k:552_553,49.057151794433594,29.0
onek1k:553_554,50.30161666870117,36.0
onek1k:554_555,53.54220390319824,80.0
onek1k:555_556,54.5780143737793,77.0
onek1k:557_558,52.261356353759766,64.0
onek1k:558_559,52.06214714050293,80.0
onek1k:559_560,56.62991905212402,77.0
onek1k:55_55,52.35827445983887,71.0
onek1k:560_561,50.1126594543457,72.0
onek1k:561_562,52.70276069641113,56.0
onek1k:562_563,52.559770584106445,71.0
onek1k:563_564,54.07669258117676,75.0
onek1k:564_565,53.84819793701172,80.0
onek1k:565_566,49.36466598510742,57.0
onek1k:566_567,52.60987091064453,58.0
onek1k:567_568,56.59750175476074,68.0
onek1k:569_570,53.65741729736328,69.0
onek1k:56_56,51.135616302490234,36.0
onek1k:570_571,51.16264724731445,59.0
onek1k:571_572,53.583871841430664,84.0
onek1k:572_573,56.58595085144043,86.0
onek1k:573_574,50.91216468811035,26.0
onek1k:574_575,50.40242004394531,24.0
onek1k:575_576,51.56428146362305,50.0
onek1k:576_577,55.63234329223633,70.0
onek1k:577_578,52.925960540771484,72.0
onek1k:578_579,48.7984561920166,22.0
onek1k:579_580,50.52191925048828,34.0
onek1k:57_57,53.92554473876953,32.0
onek1k:580_581,48.660709381103516,37.0
onek1k:581_582,51.13397216796875,63.0
onek1k:582_583,52.10276794433594,52.0
onek1k:583_584,50.89708709716797,36.0
onek1k:584_585,53.71230697631836,74.0
onek1k:585_586,53.66993522644043,71.0
onek1k:586_587,48.901519775390625,51.0
onek1k:587_588,55.278778076171875,72.0
onek1k:588_589,54.45961952209473,69.0
onek1k:589_590,54.77591514587402,75.0
onek1k:58_58,60.69380569458008,19.0
onek1k:590_591,56.666866302490234,69.0
onek1k:591_592,52.64995574951172,83.0
onek1k:592_593,51.4241886138916,68.0
onek1k:593_594,55.256269454956055,69.0
onek1k:594_595,54.484230041503906,74.0
onek1k:595_596,51.84596252441406,81.0
onek1k:596_597,51.69198799133301,44.0
onek1k:597_598,51.24642372131348,52.0
onek1k:598_599,55.62110900878906,49.0
onek1k:599_600,52.85332107543945,71.0
onek1k:600_601,50.49448013305664,39.0
onek1k:602_603,52.52626609802246,70.0
onek1k:603_604,55.13315773010254,87.0
onek1k:604_605,53.06707954406738,81.0
onek1k:605_606,51.33537483215332,41.0
onek1k:606_607,55.90702438354492,71.0
onek1k:607_608,52.698307037353516,77.0
onek1k:608_609,48.866519927978516,67.0
onek1k:609_610,51.53084182739258,62.0
onek1k:60_60,51.86138343811035,35.0
onek1k:610_611,50.42101287841797,63.0
onek1k:611_612,50.09433364868164,76.0
onek1k:612_613,51.45033645629883,83.0
onek1k:613_614,53.83888626098633,78.0
onek1k:614_615,51.453590393066406,67.0
onek1k:615_616,52.71999931335449,58.0
onek1k:616_617,50.16470718383789,53.0
onek1k:617_618,51.876136779785156,62.0
onek1k:618_619,48.22964859008789,30.0
onek1k:619_620,48.926483154296875,22.0
onek1k:61_61,48.65798568725586,25.0
onek1k:620_621,47.682607650756836,35.0
onek1k:621_622,52.26590919494629,91.0
onek1k:622_623,52.56286811828613,86.0
onek1k:623_624,54.050994873046875,74.0
onek1k:624_625,54.31722640991211,60.0
onek1k:625_626,55.581735610961914,59.0
onek1k:626_627,50.43826103210449,46.0
onek1k:627_628,54.5121955871582,69.0
onek1k:628_629,54.93503379821777,73.0
onek1k:629_630,48.66506004333496,34.0
onek1k:630_631,51.74918746948242,54.0
onek1k:632_633,51.069963455200195,70.0
onek1k:633_634,51.886085510253906,57.0
onek1k:634_635,50.49595260620117,55.0
onek1k:635_636,50.77931594848633,66.0
onek1k:636_637,55.83884811401367,75.0
onek1k:637_638,53.95931625366211,87.0
onek1k:638_639,55.216922760009766,68.0
onek1k:639_640,51.88498115539551,79.0
onek1k:63_63,54.317298889160156,44.0
onek1k:640_641,52.10464668273926,83.0
onek1k:641_642,53.17308044433594,85.0
