donor,pred_age,true_age
onek1k:286_287,48.55449104309082,44.0
onek1k:287_288,49.45753288269043,79.0
onek1k:288_289,50.35847854614258,80.0
onek1k:289_290,48.27373123168945,29.0
onek1k:28_28,48.996957778930664,74.0
onek1k:290_291,49.35540008544922,53.0
onek1k:291_292,47.78926086425781,67.0
onek1k:292_293,47.891008377075195,76.0
onek1k:293_294,49.64411926269531,86.0
onek1k:294_295,47.35682487487793,54.0
onek1k:295_296,51.90436363220215,87.0
onek1k:296_297,48.01620864868164,80.0
onek1k:297_298,51.50961875915527,82.0
onek1k:298_299,50.04117012023926,74.0
onek1k:299_300,50.687068939208984,95.0
onek1k:29_29,49.28570556640625,69.0
onek1k:2_2,51.83733367919922,48.0
onek1k:301_302,52.04512977600098,88.0
onek1k:302_303,52.32028770446777,83.0
onek1k:303_304,47.61700439453125,85.0
onek1k:304_305,50.24871635437012,68.0
onek1k:305_306,49.49907875061035,74.0
onek1k:306_307,48.720001220703125,80.0
onek1k:307_308,53.3536262512207,91.0
onek1k:308_309,46.88313674926758,79.0
onek1k:309_310,47.7988224029541,75.0
onek1k:30_30,50.18500518798828,37.0
onek1k:310_311,47.2608528137207,80.0
onek1k:311_312,46.86497688293457,88.0
onek1k:312_313,49.62709045410156,84.0
onek1k:313_314,49.00961685180664,33.0
onek1k:314_315,48.41440200805664,80.0
onek1k:315_316,48.77424240112305,80.0
onek1k:316_317,48.49819564819336,76.0
onek1k:317_318,49.04956817626953,66.0
onek1k:318_319,51.69886589050293,88.0
onek1k:319_320,46.99688529968262,84.0
onek1k:320_321,51.140764236450195,89.0
onek1k:321_322,50.59589958190918,76.0
onek1k:322_323,49.94742774963379,90.0
onek1k:323_324,48.815500259399414,77.0
onek1k:324_325,50.153032302856445,97.0
onek1k:325_326,49.881643295288086,66.0
onek1k:326_327,54.748531341552734,66.0
onek1k:327_328,48.76202964782715,23.0
onek1k:328_329,49.330495834350586,65.0
onek1k:329_330,50.637489318847656,42.0
onek1k:330_331,48.938560485839844,63.0
onek1k:331_332,48.34663963317871,24.0
onek1k:332_333,48.1823616027832,62.0
onek1k:333_334,52.007293701171875,51.0
onek1k:334_335,48.337385177612305,60.0
onek1k:335_336,48.61059761047363,71.0
onek1k:336_337,50.3216667175293,57.0
onek1k:337_338,48.21870231628418,42.0
onek1k:338_339,51.33770751953125,69.0
onek1k:339_340,52.344390869140625,80.0
onek1k:33_33,50.59957313537598,73.0
onek1k:340_341,48.265310287475586,78.0
onek1k:342_343,52.55735206604004,80.0
onek1k:344_345,47.14411926269531,61.0
onek1k:345_346,48.0428352355957,66.0
onek1k:346_347,46.554351806640625,61.0
onek1k:347_348,49.19710731506348,49.0
onek1k:348_349,48.11490058898926,31.0
onek1k:349_350,49.476585388183594,51.0
onek1k:350_351,46.43521308898926,52.0
onek1k:351_352,49.82443809509277,77.0
onek1k:352_353,48.90582847595215,58.0
onek1k:353_354,45.25360298156738,71.0
onek1k:354_355,47.97492218017578,23.0
onek1k:355_356,47.96863555908203,27.0
onek1k:356_357,48.53620529174805,28.0
onek1k:357_358,49.45272636413574,39.0
onek1k:358_359,50.54108238220215,52.0
onek1k:359_360,51.41875076293945,58.0
onek1k:35_35,51.221710205078125,69.0
onek1k:360_361,47.29716682434082,46.0
onek1k:361_362,47.91706657409668,56.0
onek1k:363_364,45.33500289916992,66.0
onek1k:364_365,47.188852310180664,42.0
onek1k:365_366,50.42490196228027,67.0
onek1k:366_367,47.55972671508789,35.0
onek1k:367_368,46.7823371887207,65.0
onek1k:368_369,47.38838577270508,36.0
onek1k:369_370,46.07180595397949,54.0
onek1k:36_36,54.69881820678711,66.0
onek1k:370_371,47.20875549316406,26.0
onek1k:371_372,50.194684982299805,41.0
onek1k:372_373,47.79024696350098,49.0
onek1k:373_374,50.87396240234375,78.0
onek1k:374_375,49.37320137023926,50.0
onek1k:376_377,51.42391014099121,79.0
onek1k:377_378,49.283653259277344,38.0
onek1k:378_379,48.94843101501465,22.0
onek1k:379_380,49.988298416137695,51.0
onek1k:37_37,52.15486145019531,47.0
onek1k:380_381,49.68846893310547,79.0
onek1k:381_382,48.89568519592285,77.0
onek1k:382_383,46.40709114074707,63.0
onek1k:383_384,49.2186222076416,81.0
onek1k:384_385,46.61672401428223,61.0
onek1k:385_386,46.80129051208496,47.0
onek1k:386_387,48.01498985290527,80.0
onek1k:387_388,50.65661430358887,65.0
onek1k:388_389,51.440345764160156,62.0
onek1k:389_390,51.67620277404785,81.0
onek1k:38_38,52.319013595581055,79.0
onek1k:390_391,49.931583404541016,78.0
onek1k:391_392,47.829708099365234,43.0
onek1k:392_393,46.388715744018555,56.0
onek1k:393_394,45.9915771484375,56.0
onek1k:394_395,49.367910385131836,37.0
onek1k:395_396,54.15496635437012,66.0
onek1k:396_397,47.99140739440918,57.0
onek1k:398_399,49.498748779296875,55.0
onek1k:399_400,50.89435577392578,49.0
onek1k:39_39,48.705814361572266,42.0
onek1k:3_3,47.686445236206055,53.0
onek1k:400_401,52.7702693939209,46.0
onek1k:402_403,48.46187210083008,66.0
onek1k:403_404,46.41382026672363,65.0
onek1k:404_405,49.640642166137695,64.0
