donor_id,true_age,predicted_age,n_cells
terekhova:A01,30.0,33.568142,1177
terekhova:A02,29.0,33.530304,1440
terekhova:A03,33.0,33.02178,2039
terekhova:A04,31.0,34.140713,3103
terekhova:A05,30.0,32.859947,1992
terekhova:A06,27.0,33.29378,1314
terekhova:A07,31.0,34.72465,2107
terekhova:A08,28.0,33.868744,2462
terekhova:A09,35.0,34.024776,2053
terekhova:A10,28.0,33.816883,2209
terekhova:A11,28.0,33.281532,3122
terekhova:A12,27.0,33.389763,1518
terekhova:A13,34.0,34.439137,2475
terekhova:A14,29.0,34.097878,2623
terekhova:A15,25.0,34.76563,6581
terekhova:A16,29.0,34.177856,1278
terekhova:A17,31.0,34.969658,2540
terekhova:A18,29.0,33.83615,2922
terekhova:A19,31.0,34.78117,1613
terekhova:A20,26.0,33.770954,3199
terekhova:A21,27.0,35.118855,2798
terekhova:A22,29.0,34.29513,1483
terekhova:A23,27.0,35.07804,4786
terekhova:A24,29.0,34.541756,3075
terekhova:A25,34.0,33.87394,1349
terekhova:A26,29.0,33.72788,3708
terekhova:A27,29.0,34.11831,2738
terekhova:A28,25.0,35.196644,1733
terekhova:A29,34.0,33.857265,1974
terekhova:A30,33.0,33.995068,637
terekhova:A31,31.0,35.361454,4076
terekhova:A33,31.0,34.494446,4616
terekhova:A34,28.0,33.729652,1504
terekhova:A35,33.0,34.614788,835
terekhova:A36,33.0,34.06769,1427
terekhova:A37,26.0,34.494564,841
terekhova:A38,28.0,34.17827,2323
terekhova:A40,30.0,34.924084,1051
terekhova:A41,34.0,35.40285,2621
terekhova:B01,44.0,34.01363,1601
terekhova:B02,42.0,33.214573,472
terekhova:B03,37.0,33.958424,1481
terekhova:B04,36.0,32.830685,2698
terekhova:B05,43.0,33.32421,575
terekhova:B06,44.0,34.087296,1342
terekhova:B08,44.0,33.595215,2248
terekhova:B09,36.0,35.327965,820
terekhova:B10,46.0,35.853508,4802
terekhova:B11,37.0,34.896473,2838
terekhova:B12,35.0,34.257698,3462
terekhova:B13,38.0,35.661434,4565
terekhova:B14,38.0,34.417908,990
terekhova:B15,35.0,33.82533,528
terekhova:B16,44.0,34.595585,1943
terekhova:B17,38.0,34.048927,3422
terekhova:B18,39.0,34.916157,3546
terekhova:B19,41.0,33.976223,1625
terekhova:B20,41.0,34.04539,2579
terekhova:B21,35.0,34.059032,966
terekhova:B22,36.0,34.282574,3739
terekhova:B23,39.0,33.85796,1148
terekhova:B24,36.0,33.93103,810
terekhova:C01,53.0,33.501255,1199
terekhova:C02,53.0,33.7337,75
terekhova:C04,51.0,33.739563,610
terekhova:C05,49.0,34.515064,4533
terekhova:C06,46.0,33.45012,349
