donor_id,true_age,predicted_age,n_cells
onek1k:632_633,70.0,53.03003,195
onek1k:633_634,57.0,44.987595,118
onek1k:634_635,55.0,55.59458,165
onek1k:635_636,66.0,44.231762,163
onek1k:636_637,75.0,57.930386,69
onek1k:637_638,87.0,53.860737,157
onek1k:638_639,68.0,44.72375,57
onek1k:639_640,79.0,55.32158,129
onek1k:640_641,83.0,49.74427,38
onek1k:644_645,59.0,48.12905,87
onek1k:645_646,86.0,56.216087,34
onek1k:646_647,85.0,47.926437,8
onek1k:647_648,68.0,46.923378,44
onek1k:648_649,73.0,45.62525,10
onek1k:649_650,80.0,58.812504,7
onek1k:650_651,80.0,45.305412,78
onek1k:651_652,67.0,44.343895,12
onek1k:652_653,84.0,48.959816,16
onek1k:653_654,86.0,52.69983,134
onek1k:654_655,59.0,51.95006,52
onek1k:655_656,60.0,53.676502,89
onek1k:656_657,61.0,52.149075,14
onek1k:657_658,68.0,52.70615,109
onek1k:658_659,42.0,45.326637,68
onek1k:659_660,20.0,44.234024,78
onek1k:660_661,40.0,44.65883,121
onek1k:661_662,78.0,57.745953,42
onek1k:662_663,81.0,59.216675,87
onek1k:663_664,89.0,49.43556,44
onek1k:664_665,56.0,48.651546,41
onek1k:665_666,53.0,46.79757,24
onek1k:666_667,63.0,47.321663,39
onek1k:667_668,76.0,57.579185,64
onek1k:668_669,69.0,48.57116,34
onek1k:669_670,64.0,56.04514,63
onek1k:670_671,83.0,57.60949,52
onek1k:671_672,81.0,47.152657,82
onek1k:672_673,85.0,57.925907,43
onek1k:673_674,91.0,57.435528,53
onek1k:674_675,83.0,50.946243,30
onek1k:675_676,73.0,47.536263,31
onek1k:676_677,88.0,48.487804,77
onek1k:677_678,76.0,49.97114,33
onek1k:678_679,83.0,54.522274,81
onek1k:679_680,85.0,49.066223,99
onek1k:680_681,77.0,55.20033,24
onek1k:681_682,68.0,49.87792,3
onek1k:682_683,73.0,55.97037,60
onek1k:683_684,78.0,54.56238,24
onek1k:684_685,75.0,47.610565,57
onek1k:685_686,75.0,46.686687,135
onek1k:686_687,69.0,55.616604,80
onek1k:687_688,63.0,48.22581,22
onek1k:688_689,66.0,54.912514,47
onek1k:689_690,59.0,55.29375,99
onek1k:690_691,68.0,56.71541,86
onek1k:691_692,66.0,54.707756,36
onek1k:692_693,62.0,49.203415,42
onek1k:693_694,88.0,46.791306,56
onek1k:694_695,24.0,56.243946,39
onek1k:695_696,72.0,46.174797,65
onek1k:696_697,81.0,48.284496,116
onek1k:697_698,85.0,48.885582,56
onek1k:699_700,65.0,45.969196,41
onek1k:700_701,71.0,47.728676,192
onek1k:701_702,73.0,47.13727,37
onek1k:702_703,84.0,46.376278,21
onek1k:704_705,88.0,48.39646,76
