donor_id,true_age,predicted_age,n_cells
stephenson:C-8928,55.0,40.348263,948
stephenson:C-8930,35.0,41.053894,1359
stephenson:C-8936,55.0,41.879253,2546
stephenson:C-8937,55.0,45.778088,1215
stephenson:C-8938,25.0,44.38772,666
stephenson:C-8940,35.0,45.76438,1960
stephenson:C-8941,55.0,45.648758,660
stephenson:C-8942,35.0,43.430336,1063
stephenson:C-8943,25.0,45.071857,2391
stephenson:C-8946,45.0,39.77043,1208
stephenson:CV0902,57.0,38.79445,680
stephenson:CV0904,38.0,43.53556,1024
stephenson:CV0911,40.0,39.31657,298
stephenson:CV0915,44.0,43.721817,129
stephenson:CV0917,62.0,43.317295,364
stephenson:CV0926,70.0,43.5076,139
stephenson:CV0929,64.0,41.85873,233
stephenson:CV0934,21.0,41.08395,777
stephenson:CV0939,73.0,40.888252,202
stephenson:CV0940,63.0,40.965298,1097
stephenson:CV0944,58.0,42.039608,95
stephenson:IVLPS-4,25.0,39.79893,70
stephenson:IVLPS-6,25.0,40.43332,892
stephenson:IVLPS-12,25.0,37.006268,394
