donor_id,true_age,predicted_age,n_cells
onek1k:477_478,53.0,61.103493,387
onek1k:478_479,68.0,59.71972,258
onek1k:479_480,86.0,59.93112,95
onek1k:480_481,69.0,58.85801,200
onek1k:481_482,68.0,60.14932,413
onek1k:482_483,23.0,58.170055,99
onek1k:483_484,71.0,59.260315,263
onek1k:484_485,60.0,57.9171,110
onek1k:485_486,48.0,57.1453,172
onek1k:486_487,36.0,58.691086,177
onek1k:487_488,67.0,58.947556,212
onek1k:488_489,56.0,60.431103,94
onek1k:489_490,52.0,59.212578,92
onek1k:490_491,64.0,59.16561,194
onek1k:491_492,41.0,60.068443,76
onek1k:492_493,79.0,58.54464,42
onek1k:493_494,73.0,59.310696,31
onek1k:494_495,24.0,58.888523,165
onek1k:496_497,33.0,58.219208,128
onek1k:497_498,31.0,58.25842,141
onek1k:498_499,71.0,58.45154,193
onek1k:499_500,77.0,61.653862,53
onek1k:500_501,59.0,61.211994,93
onek1k:501_502,64.0,61.068718,300
onek1k:502_503,66.0,57.68812,45
onek1k:503_504,49.0,60.549957,177
onek1k:504_505,85.0,60.08599,161
onek1k:505_506,54.0,59.277607,326
onek1k:506_507,41.0,61.90371,34
onek1k:507_508,66.0,60.637466,174
onek1k:508_509,79.0,61.293724,175
onek1k:509_510,80.0,60.298603,111
onek1k:510_511,84.0,59.65809,224
onek1k:511_512,89.0,60.14092,175
onek1k:512_513,79.0,63.31262,254
onek1k:513_514,82.0,60.876156,148
onek1k:514_515,90.0,60.2587,221
onek1k:515_516,37.0,56.274673,104
onek1k:516_517,34.0,57.696877,209
onek1k:517_518,68.0,59.03968,200
onek1k:519_520,75.0,59.75917,78
onek1k:520_521,69.0,60.831776,187
onek1k:521_522,57.0,62.124,252
onek1k:522_523,62.0,60.247757,202
onek1k:524_525,74.0,60.720833,255
onek1k:525_526,78.0,60.50775,126
onek1k:526_527,66.0,63.160686,449
onek1k:527_528,65.0,59.980217,96
onek1k:528_529,68.0,59.903343,186
onek1k:529_530,78.0,60.578747,145
onek1k:530_531,78.0,59.048626,37
onek1k:531_532,65.0,58.65206,151
onek1k:532_533,79.0,61.627583,290
onek1k:533_534,33.0,59.685318,170
onek1k:534_535,88.0,60.52109,88
onek1k:535_536,82.0,61.687527,63
onek1k:536_537,67.0,61.002415,198
onek1k:537_538,53.0,59.952953,57
onek1k:538_539,60.0,61.267742,59
onek1k:539_540,62.0,59.528564,190
onek1k:540_541,53.0,60.96142,196
onek1k:541_542,58.0,63.144474,128
onek1k:542_543,58.0,60.256954,119
onek1k:543_544,72.0,60.870846,65
onek1k:544_545,68.0,59.45433,38
onek1k:545_546,67.0,61.18104,137
onek1k:546_547,73.0,59.89233,223
onek1k:547_548,73.0,59.745594,229
onek1k:548_549,40.0,60.715775,130
onek1k:549_550,60.0,60.619537,130
onek1k:550_551,82.0,59.949337,137
onek1k:551_552,72.0,61.785847,135
onek1k:552_553,29.0,58.951973,164
onek1k:553_554,36.0,59.37147,229
onek1k:554_555,80.0,59.869873,261
onek1k:555_556,77.0,59.970947,124
onek1k:557_558,64.0,62.14154,46
onek1k:558_559,80.0,59.311386,86
onek1k:559_560,77.0,60.167328,131
onek1k:560_561,72.0,60.75738,335
onek1k:561_562,56.0,58.74272,180
onek1k:562_563,71.0,59.364872,47
onek1k:563_564,75.0,59.609734,145
onek1k:564_565,80.0,61.682823,28
onek1k:565_566,57.0,59.67039,251
onek1k:566_567,58.0,62.446606,30
onek1k:567_568,68.0,61.983845,103
onek1k:569_570,69.0,59.80193,116
onek1k:570_571,59.0,58.892426,148
onek1k:571_572,84.0,62.18171,230
onek1k:572_573,86.0,61.73082,204
onek1k:573_574,26.0,60.542397,139
onek1k:574_575,24.0,61.23755,190
onek1k:575_576,50.0,61.973606,88
