donor_id,true_age,predicted_age,n_cells
onek1k:185_186,62.0,52.417316,778
onek1k:186_187,28.0,47.083763,516
onek1k:187_188,26.0,48.972656,345
onek1k:188_189,46.0,51.173744,120
onek1k:189_190,68.0,48.216106,477
onek1k:190_191,61.0,50.5055,778
onek1k:191_192,55.0,47.479008,843
onek1k:192_193,58.0,45.396103,767
onek1k:193_194,63.0,47.036156,192
onek1k:194_195,46.0,44.186836,986
onek1k:196_197,72.0,50.987465,481
onek1k:197_198,60.0,50.37075,449
onek1k:198_199,27.0,44.80215,962
onek1k:199_200,63.0,47.538166,731
onek1k:200_201,53.0,47.84294,776
onek1k:201_202,39.0,48.97403,550
onek1k:202_203,49.0,46.24108,1039
onek1k:203_204,59.0,48.167168,692
onek1k:204_205,60.0,49.762844,1257
onek1k:206_207,63.0,49.037678,911
onek1k:207_208,39.0,51.368904,428
onek1k:208_209,72.0,49.681915,528
onek1k:209_210,93.0,51.468643,290
onek1k:210_211,46.0,50.41153,848
onek1k:211_212,53.0,48.81675,704
onek1k:212_213,93.0,49.925037,526
onek1k:213_214,86.0,51.112717,486
onek1k:214_215,69.0,48.67923,751
onek1k:215_216,60.0,46.604424,1010
onek1k:217_218,73.0,50.011997,577
onek1k:219_220,67.0,50.54943,948
onek1k:220_221,66.0,47.858593,462
onek1k:221_222,84.0,51.39894,562
onek1k:222_223,48.0,47.232845,1141
onek1k:223_224,71.0,50.054752,697
onek1k:224_225,85.0,50.637608,861
onek1k:225_226,32.0,50.075386,598
onek1k:226_227,77.0,47.59449,202
onek1k:229_230,27.0,49.968296,351
onek1k:230_231,60.0,46.680336,550
onek1k:231_232,40.0,46.663044,366
onek1k:232_233,24.0,50.647053,649
onek1k:233_234,67.0,50.283653,626
onek1k:236_237,51.0,50.864758,724
onek1k:237_238,25.0,50.10389,362
onek1k:238_239,39.0,46.54902,639
onek1k:239_240,39.0,50.429955,567
onek1k:240_241,68.0,45.356594,399
onek1k:241_242,79.0,46.21155,689
onek1k:242_243,82.0,46.127945,753
onek1k:243_244,59.0,45.8922,388
onek1k:244_245,79.0,48.37081,498
onek1k:245_246,58.0,45.7555,937
onek1k:246_247,28.0,47.251358,496
onek1k:247_248,77.0,50.059967,896
onek1k:248_249,69.0,51.50016,326
onek1k:250_251,63.0,48.759693,642
onek1k:251_252,35.0,48.77687,676
onek1k:252_253,29.0,48.778507,838
onek1k:255_256,54.0,46.055656,938
onek1k:256_257,52.0,51.13686,473
onek1k:257_258,68.0,48.836006,848
onek1k:258_259,68.0,51.84605,353
onek1k:259_260,45.0,47.355473,723
onek1k:260_261,76.0,51.73461,787
onek1k:262_263,66.0,47.787567,904
onek1k:263_264,77.0,51.844967,696
onek1k:264_265,59.0,53.69261,346
onek1k:266_267,49.0,50.293655,534
onek1k:267_268,61.0,48.87639,571
onek1k:269_270,76.0,52.035282,353
onek1k:270_271,64.0,48.27031,734
onek1k:271_272,20.0,48.06895,489
onek1k:272_273,54.0,49.608246,340
onek1k:273_274,63.0,48.367638,478
onek1k:274_275,66.0,51.365185,617
onek1k:275_276,31.0,50.762737,581
onek1k:276_277,65.0,47.619064,452
onek1k:278_279,45.0,50.662178,656
onek1k:279_280,73.0,46.309834,425
onek1k:280_281,25.0,45.810905,638
onek1k:281_282,53.0,46.639526,500
onek1k:282_283,40.0,50.255703,365
onek1k:283_284,47.0,49.382347,598
onek1k:284_285,30.0,49.48183,587
onek1k:286_287,44.0,50.21586,224
onek1k:287_288,79.0,49.40979,564
onek1k:288_289,80.0,51.625736,736
onek1k:289_290,29.0,46.3796,552
onek1k:290_291,53.0,46.92643,742
onek1k:291_292,67.0,49.95741,507
onek1k:292_293,76.0,51.003574,797
onek1k:293_294,86.0,51.34472,474
onek1k:294_295,54.0,50.813183,745
onek1k:295_296,87.0,54.817883,555
onek1k:296_297,80.0,51.46461,636
onek1k:297_298,82.0,55.342613,526
onek1k:298_299,74.0,53.79797,820
onek1k:299_300,95.0,51.195007,410
onek1k:301_302,88.0,51.879898,1112
onek1k:302_303,83.0,51.637592,760
onek1k:303_304,85.0,54.075138,1075
onek1k:304_305,68.0,50.4468,579
onek1k:305_306,74.0,54.183167,392
onek1k:306_307,80.0,51.773335,554
onek1k:307_308,91.0,52.2487,607
onek1k:308_309,79.0,50.168865,465
onek1k:309_310,75.0,56.460926,307
onek1k:310_311,80.0,51.50376,771
onek1k:311_312,88.0,52.179268,536
onek1k:312_313,84.0,52.809544,263
onek1k:313_314,33.0,49.447792,446
onek1k:314_315,80.0,51.074825,848
onek1k:315_316,80.0,55.348457,380
onek1k:316_317,76.0,51.682415,620
onek1k:317_318,66.0,50.274925,855
onek1k:318_319,88.0,53.07723,629
onek1k:319_320,84.0,51.658497,185
onek1k:320_321,89.0,51.778687,393
onek1k:321_322,76.0,55.426743,431
onek1k:322_323,90.0,56.58436,458
onek1k:323_324,77.0,50.457287,354
onek1k:324_325,97.0,52.29503,233
onek1k:325_326,66.0,50.13481,614
onek1k:326_327,66.0,54.622444,808
onek1k:327_328,23.0,49.978184,663
onek1k:328_329,65.0,50.79556,818
onek1k:329_330,42.0,50.820343,908
onek1k:330_331,63.0,49.65065,589
onek1k:331_332,24.0,49.90682,815
onek1k:332_333,62.0,49.65814,1053
onek1k:333_334,51.0,55.446598,615
onek1k:334_335,60.0,49.02887,864
onek1k:335_336,71.0,49.221207,560
onek1k:336_337,57.0,53.01148,458
onek1k:337_338,42.0,45.264446,647
onek1k:338_339,69.0,50.758854,502
onek1k:339_340,80.0,50.26822,558
onek1k:340_341,78.0,46.45484,735
onek1k:342_343,80.0,51.127422,215
onek1k:344_345,61.0,52.255863,613
onek1k:345_346,66.0,53.986767,400
onek1k:346_347,61.0,52.459106,226
onek1k:347_348,49.0,45.030167,427
onek1k:348_349,31.0,44.44159,852
onek1k:349_350,51.0,52.21506,665
onek1k:350_351,52.0,48.931507,306
onek1k:351_352,77.0,47.844376,152
onek1k:352_353,58.0,46.205418,1059
onek1k:353_354,71.0,49.838467,547
onek1k:354_355,23.0,50.719257,503
onek1k:355_356,27.0,45.297398,653
onek1k:356_357,28.0,53.502937,592
onek1k:357_358,39.0,48.39685,900
onek1k:358_359,52.0,50.194256,745
onek1k:359_360,58.0,53.78389,826
onek1k:360_361,46.0,49.06329,663
onek1k:361_362,56.0,50.970055,1241
onek1k:363_364,66.0,50.23992,1055
onek1k:364_365,42.0,50.333416,789
onek1k:365_366,67.0,50.971676,727
onek1k:366_367,35.0,52.619686,1009
onek1k:367_368,65.0,51.263878,727
onek1k:368_369,36.0,45.081955,553
onek1k:369_370,54.0,45.11036,1055
onek1k:370_371,26.0,48.510082,736
onek1k:371_372,41.0,50.570354,841
onek1k:372_373,49.0,49.030346,520
onek1k:373_374,78.0,49.325405,551
onek1k:374_375,50.0,50.65501,307
onek1k:376_377,79.0,53.595924,525
onek1k:377_378,38.0,49.704357,867
onek1k:378_379,22.0,49.19446,739
onek1k:379_380,51.0,49.16088,769
onek1k:380_381,79.0,53.78842,608
onek1k:381_382,77.0,47.098907,319
onek1k:382_383,63.0,46.41851,804
onek1k:383_384,81.0,51.210217,219
onek1k:384_385,61.0,52.278706,947
onek1k:385_386,47.0,48.124603,578
onek1k:386_387,80.0,53.702457,307
onek1k:387_388,65.0,49.765923,653
onek1k:388_389,62.0,45.386868,1064
onek1k:389_390,81.0,49.270195,626
onek1k:390_391,78.0,45.756084,483
onek1k:391_392,43.0,45.09085,664
onek1k:392_393,56.0,45.227596,1169
onek1k:393_394,56.0,49.59595,704
onek1k:394_395,37.0,50.00853,538
onek1k:395_396,66.0,50.69902,271
onek1k:396_397,57.0,46.765347,734
onek1k:398_399,55.0,45.347424,666
onek1k:399_400,49.0,46.152443,502
onek1k:400_401,46.0,49.90453,726
onek1k:402_403,66.0,49.346478,983
onek1k:403_404,65.0,46.66146,506
onek1k:404_405,64.0,46.035015,938
onek1k:405_406,70.0,51.72741,389
onek1k:406_407,59.0,51.74565,584
onek1k:407_408,65.0,47.96961,1022
onek1k:408_409,74.0,47.998158,545
onek1k:409_410,65.0,46.746872,792
onek1k:410_411,61.0,49.27542,764
onek1k:411_412,49.0,46.1206,692
onek1k:412_413,85.0,50.20962,611
onek1k:413_414,24.0,44.01225,568
onek1k:414_415,22.0,44.699303,712
onek1k:415_416,80.0,51.79409,678
onek1k:416_417,63.0,49.843777,487
onek1k:417_418,78.0,51.627945,501
onek1k:418_419,76.0,49.906483,662
onek1k:419_420,72.0,49.042183,349
onek1k:420_421,75.0,45.64521,1200
onek1k:421_422,61.0,52.150448,604
onek1k:422_423,53.0,50.35703,735
onek1k:423_424,59.0,54.315037,415
