donor_id,true_age,predicted_age,n_cells
onek1k:1_1,65.0,48.273342,285
onek1k:2_2,48.0,46.668842,399
onek1k:3_3,53.0,45.763847,248
onek1k:4_4,48.0,46.228645,205
onek1k:6_6,79.0,44.895054,189
onek1k:7_7,74.0,45.579567,230
onek1k:8_8,71.0,47.022785,286
onek1k:9_9,32.0,42.017662,140
onek1k:10_10,78.0,48.49793,97
onek1k:11_11,81.0,47.242916,49
onek1k:12_12,52.0,46.94357,505
onek1k:13_13,50.0,47.55041,171
onek1k:15_15,67.0,48.26355,190
onek1k:16_16,45.0,45.188972,239
onek1k:17_17,70.0,49.120144,311
onek1k:18_18,80.0,48.86409,323
onek1k:19_19,74.0,48.396843,252
onek1k:23_23,42.0,48.60258,258
onek1k:24_24,77.0,49.507683,281
onek1k:25_25,64.0,48.25458,255
onek1k:27_27,73.0,48.621696,281
onek1k:28_28,74.0,47.200466,173
onek1k:29_29,69.0,45.178417,131
onek1k:30_30,37.0,46.927933,288
onek1k:33_33,73.0,46.151123,102
onek1k:35_35,69.0,47.40611,117
onek1k:36_36,66.0,49.419815,79
onek1k:37_37,47.0,44.93171,188
onek1k:38_38,79.0,47.91202,413
onek1k:39_39,42.0,46.828804,250
onek1k:40_40,72.0,47.980293,140
onek1k:41_41,77.0,50.25593,299
onek1k:42_42,59.0,42.782482,322
onek1k:43_43,46.0,42.382298,290
onek1k:44_44,60.0,46.550144,97
onek1k:45_45,71.0,47.955227,95
onek1k:46_46,68.0,46.27207,246
onek1k:47_47,19.0,43.60953,263
onek1k:48_48,86.0,48.560326,274
onek1k:49_49,84.0,48.516075,314
onek1k:50_50,64.0,46.74689,57
onek1k:51_51,60.0,45.51268,128
onek1k:52_52,52.0,47.203068,234
onek1k:53_53,32.0,41.265976,200
onek1k:54_54,66.0,47.364254,149
onek1k:55_55,71.0,44.60549,157
onek1k:56_56,36.0,46.419735,229
onek1k:57_57,32.0,46.4508,292
onek1k:58_58,19.0,47.14285,59
onek1k:60_60,35.0,41.89249,218
onek1k:61_61,25.0,43.92198,173
onek1k:63_63,44.0,42.96283,148
onek1k:64_64,46.0,46.261078,166
onek1k:65_65,58.0,48.181007,82
onek1k:66_66,66.0,50.44223,374
onek1k:68_68,73.0,49.19734,123
onek1k:69_69,66.0,45.46442,59
onek1k:70_70,50.0,46.32661,185
onek1k:71_71,86.0,46.613987,143
onek1k:72_72,77.0,50.082695,152
onek1k:75_75,73.0,48.999256,249
onek1k:76_76,73.0,45.527992,122
onek1k:77_77,40.0,45.734882,337
onek1k:78_78,38.0,46.987667,205
onek1k:79_79,60.0,43.204815,149
onek1k:81_81,62.0,45.469204,308
onek1k:82_82,64.0,46.919323,145
onek1k:83_83,52.0,46.096626,196
onek1k:84_84,57.0,48.587406,275
onek1k:85_85,70.0,47.51419,149
onek1k:86_86,43.0,48.985214,386
onek1k:87_87,63.0,50.448814,90
onek1k:88_88,78.0,50.78715,32
onek1k:89_89,66.0,48.665966,187
onek1k:90_90,75.0,49.067917,114
onek1k:91_91,53.0,50.358444,507
onek1k:92_92,71.0,49.230087,266
onek1k:93_93,60.0,47.208168,82
onek1k:95_95,69.0,48.457577,89
onek1k:96_96,64.0,48.838898,322
onek1k:97_97,59.0,46.796494,272
onek1k:98_98,28.0,40.584362,185
onek1k:99_99,43.0,43.302296,169
onek1k:101_101,71.0,47.168922,142
onek1k:102_102,23.0,45.357975,343
onek1k:104_104,57.0,45.188847,301
onek1k:105_105,31.0,44.001915,298
onek1k:106_106,80.0,53.24322,267
onek1k:107_107,85.0,48.173923,124
onek1k:108_108,67.0,45.03001,57
onek1k:109_109,84.0,51.058258,476
onek1k:110_110,84.0,48.04084,147
onek1k:111_111,69.0,47.955303,512
onek1k:112_112,81.0,48.403748,76
onek1k:113_113,67.0,49.98292,293
onek1k:114_114,72.0,46.04747,269
onek1k:116_116,77.0,48.17737,469
onek1k:117_117,91.0,50.470203,105
onek1k:119_119,38.0,44.408962,253
onek1k:120_120,46.0,43.441353,73
onek1k:121_121,71.0,47.179474,229
onek1k:122_122,67.0,46.28399,82
onek1k:123_123,50.0,44.835243,218
onek1k:124_124,71.0,46.234856,94
onek1k:125_125,74.0,46.013786,153
onek1k:126_126,65.0,46.96311,60
onek1k:127_127,85.0,45.845425,62
onek1k:128_128,37.0,44.49031,273
onek1k:129_129,35.0,45.488525,317
onek1k:130_130,72.0,48.344326,219
onek1k:131_131,67.0,47.02311,88
onek1k:132_132,62.0,44.13959,108
onek1k:133_133,62.0,48.93427,117
onek1k:134_134,73.0,46.81443,127
onek1k:137_137,87.0,46.61573,254
onek1k:138_138,64.0,48.04207,248
onek1k:139_139,79.0,47.731636,264
onek1k:140_140,60.0,47.039246,176
onek1k:141_141,36.0,43.947624,268
onek1k:142_142,67.0,48.345768,235
onek1k:144_144,44.0,45.9021,210
onek1k:145_145,87.0,49.625927,105
onek1k:146_146,63.0,47.783848,105
onek1k:147_147,54.0,47.9531,303
onek1k:148_148,62.0,48.26197,150
onek1k:149_149,59.0,44.882317,150
onek1k:150_150,31.0,47.064716,223
onek1k:151_151,19.0,42.338894,235
onek1k:152_152,68.0,48.616894,177
onek1k:153_153,46.0,43.199394,63
onek1k:154_154,67.0,46.65501,264
onek1k:155_155,56.0,45.758976,156
onek1k:156_156,73.0,46.494816,274
onek1k:158_158,59.0,48.978012,224
onek1k:159_159,63.0,44.959324,263
onek1k:160_160,60.0,46.51393,138
onek1k:161_161,33.0,46.491177,269
onek1k:163_163,56.0,45.552505,127
onek1k:164_165,41.0,44.401108,128
onek1k:165_166,61.0,49.410183,78
onek1k:166_167,34.0,43.406254,330
onek1k:167_168,58.0,46.83375,71
onek1k:168_169,79.0,50.534157,270
onek1k:169_170,20.0,42.820126,307
onek1k:170_171,43.0,45.70951,205
onek1k:171_172,62.0,47.906357,382
onek1k:172_173,23.0,45.284424,266
onek1k:173_174,68.0,48.527504,112
onek1k:175_176,49.0,42.750565,153
onek1k:176_177,27.0,44.93106,284
onek1k:177_178,19.0,41.88422,252
onek1k:178_179,47.0,43.68578,91
onek1k:179_180,31.0,40.83383,310
onek1k:180_181,68.0,45.56643,134
onek1k:181_182,66.0,48.66844,296
onek1k:182_183,70.0,47.774696,186
onek1k:183_184,65.0,45.41535,486
onek1k:184_185,83.0,47.310516,42
onek1k:185_186,62.0,48.884716,180
onek1k:186_187,28.0,44.168705,334
onek1k:187_188,26.0,42.822044,226
onek1k:188_189,46.0,47.3877,35
onek1k:189_190,68.0,45.497784,69
onek1k:190_191,61.0,47.424854,360
onek1k:191_192,55.0,45.731567,138
onek1k:192_193,58.0,40.494755,103
onek1k:193_194,63.0,47.622734,107
onek1k:194_195,46.0,40.35519,164
onek1k:196_197,72.0,48.818787,94
onek1k:197_198,60.0,46.28366,344
onek1k:198_199,27.0,40.948944,242
onek1k:199_200,63.0,46.233654,337
onek1k:200_201,53.0,41.57243,93
onek1k:201_202,39.0,44.98366,139
onek1k:202_203,49.0,43.91295,242
onek1k:203_204,59.0,43.92,200
onek1k:204_205,60.0,46.778114,124
onek1k:206_207,63.0,47.28284,261
onek1k:207_208,39.0,47.4642,584
onek1k:208_209,72.0,48.01103,279
onek1k:209_210,93.0,48.465122,267
onek1k:210_211,46.0,47.671574,412
onek1k:211_212,53.0,47.65045,116
onek1k:212_213,93.0,49.297085,209
onek1k:213_214,86.0,46.435986,222
onek1k:214_215,69.0,46.913883,215
onek1k:215_216,60.0,45.356735,444
onek1k:217_218,73.0,49.327248,212
onek1k:219_220,67.0,48.430664,341
onek1k:220_221,66.0,45.982014,102
onek1k:221_222,84.0,48.703064,177
onek1k:222_223,48.0,43.18975,240
onek1k:223_224,71.0,47.683575,288
onek1k:224_225,85.0,47.56268,195
onek1k:225_226,32.0,45.59711,245
onek1k:226_227,77.0,47.24288,34
onek1k:229_230,27.0,42.915787,300
onek1k:230_231,60.0,45.794437,128
onek1k:231_232,40.0,46.941853,130
onek1k:232_233,24.0,43.02939,308
onek1k:233_234,67.0,48.424644,126
onek1k:236_237,51.0,45.567497,236
onek1k:237_238,25.0,43.57657,149
onek1k:238_239,39.0,44.186222,188
onek1k:239_240,39.0,43.26423,153
onek1k:240_241,68.0,43.572643,267
onek1k:241_242,79.0,46.86903,230
onek1k:242_243,82.0,48.70763,166
onek1k:243_244,59.0,44.59525,631
onek1k:244_245,79.0,47.32248,185
onek1k:245_246,58.0,42.74398,106
onek1k:246_247,28.0,44.32584,223
onek1k:247_248,77.0,45.56044,172
onek1k:248_249,69.0,47.971474,212
onek1k:250_251,63.0,42.113506,112
onek1k:251_252,35.0,45.93191,313
onek1k:252_253,29.0,43.582565,259
onek1k:255_256,54.0,45.26033,332
onek1k:256_257,52.0,44.067936,294
onek1k:257_258,68.0,48.724472,232
onek1k:258_259,68.0,47.81866,66
onek1k:259_260,45.0,47.019547,144
onek1k:260_261,76.0,46.036545,120
onek1k:262_263,66.0,49.189667,160
onek1k:263_264,77.0,49.172283,81
onek1k:264_265,59.0,50.059856,522
onek1k:266_267,49.0,45.10004,149
onek1k:267_268,61.0,49.52959,280
onek1k:269_270,76.0,48.57283,44
onek1k:270_271,64.0,46.910637,214
onek1k:271_272,20.0,44.0787,305
onek1k:272_273,54.0,46.739944,116
onek1k:273_274,63.0,49.74248,97
onek1k:274_275,66.0,48.449036,88
onek1k:275_276,31.0,43.636402,287
onek1k:276_277,65.0,46.937466,273
onek1k:278_279,45.0,45.655075,200
onek1k:279_280,73.0,42.85406,293
onek1k:280_281,25.0,40.91678,236
onek1k:281_282,53.0,46.9149,187
onek1k:282_283,40.0,45.28887,236
onek1k:283_284,47.0,43.30496,204
onek1k:284_285,30.0,42.767456,340
onek1k:286_287,44.0,44.142548,184
onek1k:287_288,79.0,48.92196,170
onek1k:288_289,80.0,45.09579,82
onek1k:289_290,29.0,43.528717,184
onek1k:290_291,53.0,42.943684,128
onek1k:291_292,67.0,48.968403,69
onek1k:292_293,76.0,45.92968,82
onek1k:293_294,86.0,49.623463,84
onek1k:294_295,54.0,50.674156,248
onek1k:295_296,87.0,52.004116,237
onek1k:296_297,80.0,51.264385,257
onek1k:297_298,82.0,52.740788,131
onek1k:298_299,74.0,50.1616,265
onek1k:299_300,95.0,51.73918,108
onek1k:301_302,88.0,49.79464,190
onek1k:302_303,83.0,52.68276,283
onek1k:303_304,85.0,49.251247,98
onek1k:304_305,68.0,50.161064,148
onek1k:305_306,74.0,51.263817,347
onek1k:306_307,80.0,50.210377,114
onek1k:307_308,91.0,52.133957,171
onek1k:308_309,79.0,44.360664,29
onek1k:309_310,75.0,53.830612,139
onek1k:310_311,80.0,52.611584,374
onek1k:311_312,88.0,51.614605,47
onek1k:312_313,84.0,51.349895,538
onek1k:313_314,33.0,45.761513,254
onek1k:314_315,80.0,49.486504,269
