donor_id,true_age,predicted_age,n_cells
onek1k:516_517,34.0,45.98239,236
onek1k:517_518,68.0,49.68698,154
onek1k:519_520,75.0,45.966705,102
onek1k:520_521,69.0,49.16157,174
onek1k:521_522,57.0,49.30169,84
onek1k:522_523,62.0,47.916706,226
onek1k:524_525,74.0,50.146694,151
onek1k:525_526,78.0,47.60175,42
onek1k:526_527,66.0,48.785656,202
onek1k:527_528,65.0,49.5467,88
onek1k:528_529,68.0,52.03629,56
onek1k:529_530,78.0,50.019886,83
onek1k:530_531,78.0,50.146584,206
onek1k:531_532,65.0,49.673836,119
onek1k:532_533,79.0,50.565563,63
onek1k:533_534,33.0,49.832413,57
onek1k:534_535,88.0,51.74876,41
onek1k:535_536,82.0,49.420418,223
onek1k:536_537,67.0,53.252117,97
onek1k:537_538,53.0,48.5855,36
onek1k:538_539,60.0,46.615448,161
onek1k:539_540,62.0,49.831264,63
onek1k:540_541,53.0,48.019016,165
onek1k:541_542,58.0,47.546738,70
onek1k:542_543,58.0,51.636158,111
onek1k:543_544,72.0,50.128128,476
onek1k:544_545,68.0,48.29131,70
onek1k:545_546,67.0,48.082306,58
onek1k:546_547,73.0,47.875084,106
onek1k:547_548,73.0,50.1307,93
onek1k:548_549,40.0,47.860054,75
onek1k:549_550,60.0,48.069927,137
onek1k:550_551,82.0,46.531315,108
onek1k:551_552,72.0,47.469933,66
onek1k:552_553,29.0,48.309326,290
onek1k:553_554,36.0,50.15063,95
onek1k:554_555,80.0,48.982365,109
onek1k:555_556,77.0,51.212193,30
onek1k:557_558,64.0,49.927074,65
onek1k:558_559,80.0,45.779522,154
onek1k:559_560,77.0,49.682068,42
onek1k:560_561,72.0,51.102417,110
onek1k:561_562,56.0,48.993828,77
onek1k:562_563,71.0,46.755203,162
onek1k:563_564,75.0,47.77187,114
onek1k:564_565,80.0,46.761066,62
onek1k:565_566,57.0,49.585682,177
onek1k:566_567,58.0,51.38671,32
onek1k:567_568,68.0,52.325817,156
onek1k:569_570,69.0,49.372726,150
onek1k:570_571,59.0,49.51515,121
onek1k:571_572,84.0,48.003372,158
onek1k:572_573,86.0,51.770496,55
onek1k:573_574,26.0,48.242847,273
onek1k:574_575,24.0,48.269558,141
onek1k:575_576,50.0,53.17927,107
onek1k:576_577,70.0,46.904423,221
onek1k:577_578,72.0,50.924995,123
onek1k:578_579,22.0,47.6424,108
onek1k:579_580,34.0,48.06942,153
onek1k:580_581,37.0,51.65737,53
onek1k:581_582,63.0,47.29281,105
onek1k:582_583,52.0,47.78795,126
onek1k:583_584,36.0,51.839077,72
onek1k:584_585,74.0,51.201145,9
onek1k:585_586,71.0,51.640816,98
onek1k:586_587,51.0,49.757328,265
onek1k:587_588,72.0,50.34325,257
onek1k:588_589,69.0,50.410038,119
onek1k:589_590,75.0,49.048824,162
onek1k:590_591,69.0,50.90986,31
onek1k:591_592,83.0,51.557316,108
onek1k:592_593,68.0,51.96005,121
onek1k:593_594,69.0,49.386612,34
onek1k:594_595,74.0,49.140953,156
onek1k:595_596,81.0,52.85276,64
onek1k:596_597,44.0,47.68476,192
onek1k:597_598,52.0,51.80284,165
