donor_id,true_age,predicted_age,n_cells
aida:KR_SGI_H013,40.0,32.241684,62
aida:KR_SGI_H014,29.0,33.255398,97
aida:KR_SGI_H015,34.0,31.74412,238
aida:KR_SGI_H016,47.0,38.148132,99
aida:KR_SGI_H017,28.0,38.567383,119
aida:KR_SGI_H018,27.0,32.76442,140
aida:KR_SGI_H019,28.0,37.734005,58
aida:KR_SGI_H020,36.0,37.50564,74
aida:KR_SGI_H021,26.0,31.745419,99
aida:KR_SGI_H022,35.0,32.334927,111
aida:KR_SGI_H023,40.0,38.383606,164
aida:KR_SGI_H024,25.0,31.870003,171
aida:KR_SGI_H025,40.0,38.0498,211
aida:KR_SGI_H026,38.0,38.019844,117
aida:KR_SGI_H027,33.0,38.31468,159
aida:KR_SGI_H028,39.0,38.11549,223
aida:KR_SGI_H029,28.0,38.18197,135
aida:KR_SGI_H030,34.0,31.989239,92
aida:KR_SGI_H031,29.0,31.898262,135
aida:KR_SGI_H032,35.0,32.619358,117
aida:KR_SGI_H033,48.0,37.43381,74
aida:KR_SGI_H034,46.0,32.709576,74
aida:KR_SGI_H035,40.0,38.0421,268
aida:KR_SGI_H036,40.0,32.038284,177
aida:KR_SGI_H037,35.0,38.6223,190
aida:KR_SGI_H038,25.0,32.83038,77
aida:KR_SGI_H039,39.0,38.04175,204
aida:KR_SGI_H040,23.0,38.498913,67
aida:KR_SGI_H041,42.0,32.485817,60
aida:KR_SGI_H042,26.0,37.856388,177
aida:KR_SGI_H043,41.0,38.538876,139
aida:KR_SGI_H044,42.0,32.32667,55
aida:KR_SGI_H045,28.0,31.752607,181
aida:KR_SGI_H046,30.0,31.536821,69
aida:KR_SGI_H047,39.0,31.818466,106
aida:KR_SGI_H048,36.0,32.044697,110
aida:KR_SGI_H049,43.0,32.31227,120
aida:KR_SGI_H050,38.0,37.433907,149
aida:KR_SGI_H051,25.0,37.674606,124
aida:KR_SGI_H052,38.0,37.678303,67
aida:KR_SGI_H053,24.0,38.106434,193
aida:KR_SGI_H054,39.0,38.304764,118
aida:KR_SGI_H055,38.0,38.329514,101
aida:KR_SGI_H056,33.0,37.49437,74
aida:KR_SGI_H057,29.0,38.21617,60
aida:KR_SGI_H058,28.0,37.89984,142
aida:KR_SGI_H059,32.0,32.214867,50
aida:KR_SGI_H060,40.0,38.209614,85
aida:KR_SGI_H061,26.0,32.484,81
aida:KR_SGI_H062,39.0,37.847248,249
aida:KR_SGI_H063,24.0,38.75848,113
aida:KR_SGI_H064,43.0,38.003635,225
aida:KR_SGI_H065,47.0,38.511246,260
aida:KR_SGI_H066,46.0,38.57074,109
aida:KR_SGI_H067,38.0,38.409794,215
aida:KR_SGI_H068,28.0,32.86612,75
aida:KR_SGI_H069,34.0,37.992546,278
aida:KR_SGI_H070,26.0,38.217915,130
aida:KR_SGI_H071,62.0,38.62835,222
aida:KR_SGI_H072,27.0,38.272675,147
aida:KR_SGI_H073,29.0,38.481983,275
aida:KR_SGI_H074,59.0,37.762245,246
aida:KR_SGI_H075,39.0,32.415337,177
aida:KR_SGI_H076,29.0,32.579334,122
aida:KR_SGI_H077,26.0,38.48563,92
aida:KR_SGI_H078,56.0,38.629253,153
aida:KR_SGI_H079,66.0,38.846313,202
aida:KR_SGI_H080,34.0,38.420437,145
aida:KR_SGI_H081,38.0,38.3864,215
aida:KR_SGI_H082,34.0,32.496323,136
aida:KR_SGI_H083,39.0,32.429516,117
aida:KR_SGI_H084,36.0,38.350937,272
aida:KR_SGI_H085,25.0,32.356243,28
aida:KR_SGI_H086,41.0,38.21144,88
aida:KR_SGI_H087,57.0,38.0391,130
aida:KR_SGI_H088,49.0,32.232372,102
aida:KR_SGI_H089,54.0,37.96555,131
aida:KR_SGI_H090,34.0,32.899975,97
aida:KR_SGI_H091,39.0,32.351707,133
aida:KR_SGI_H092,38.0,37.457153,79
aida:KR_SGI_H093,64.0,37.47913,65
aida:KR_SGI_H094,30.0,32.96096,74
aida:KR_SGI_H095,40.0,32.034042,193
aida:KR_SGI_H096,37.0,39.43522,132
aida:KR_SGI_H097,41.0,38.929653,131
aida:KR_SGI_H098,27.0,32.967705,69
aida:KR_SGI_H099,26.0,38.741207,103
aida:KR_SGI_H100,58.0,33.349472,48
aida:KR_SGI_H101,39.0,39.27915,52
aida:KR_SGI_H102,43.0,32.95215,96
aida:KR_SGI_H103,54.0,38.620674,188
aida:KR_SGI_H104,57.0,38.352535,69
aida:KR_SGI_H105,59.0,32.77078,153
aida:KR_SGI_H106,47.0,37.97738,71
aida:KR_SGI_H107,61.0,32.559357,226
aida:KR_SGI_H108,56.0,38.01764,102
aida:KR_SGI_H109,56.0,38.939957,111
aida:KR_SGI_H110,61.0,33.296658,43
aida:KR_SGI_H111,60.0,32.54145,57
aida:KR_SGI_H112,59.0,37.81612,377
aida:KR_SGI_H113,62.0,32.47901,187
aida:KR_SGI_H114,58.0,37.61663,109
aida:KR_SGI_H115,46.0,32.71582,33
aida:KR_SGI_H116,68.0,31.834015,104
aida:KR_SGI_H117,57.0,33.636078,78
