donor_id,true_age,predicted_age,n_cells
aida:JP_RIK_H001,34.0,31.238213,5
aida:JP_RIK_H002,23.0,31.514965,107
aida:JP_RIK_H003,47.0,32.49769,44
aida:JP_RIK_H004,37.0,36.535114,57
aida:JP_RIK_H005,37.0,36.265957,149
aida:JP_RIK_H006,48.0,32.335304,46
aida:JP_RIK_H007,45.0,36.865993,3
aida:JP_RIK_H008,43.0,37.864914,42
aida:JP_RIK_H009,26.0,35.8897,119
aida:JP_RIK_H010,46.0,37.302303,69
aida:JP_RIK_H011,31.0,36.443047,122
aida:JP_RIK_H012,49.0,37.551304,89
aida:JP_RIK_H013,24.0,35.56792,145
aida:JP_RIK_H014,47.0,36.83797,95
aida:JP_RIK_H015,63.0,33.61693,36
aida:JP_RIK_H016,33.0,35.477673,219
aida:JP_RIK_H017,47.0,36.05056,274
aida:JP_RIK_H018,39.0,37.609135,169
aida:JP_RIK_H019,21.0,30.807018,186
aida:JP_RIK_H020,45.0,35.705643,346
aida:JP_RIK_H021,39.0,32.36362,291
aida:JP_RIK_H022,40.0,36.53771,199
aida:JP_RIK_H023,27.0,31.182583,28
aida:JP_RIK_H024,33.0,36.745068,401
aida:JP_RIK_H025,35.0,35.539345,436
aida:JP_RIK_H026,45.0,35.12776,181
aida:JP_RIK_H027,43.0,32.656696,105
aida:JP_RIK_H028,34.0,34.906876,410
aida:JP_RIK_H029,28.0,31.496181,252
aida:JP_RIK_H030,46.0,33.077602,239
aida:JP_RIK_H031,30.0,35.97209,571
aida:JP_RIK_H032,34.0,35.809082,255
aida:JP_RIK_H033,44.0,37.129204,501
aida:JP_RIK_H034,33.0,35.34634,432
aida:JP_RIK_H035,28.0,31.584145,314
aida:JP_RIK_H036,41.0,31.18364,343
aida:JP_RIK_H037,31.0,31.66402,342
aida:JP_RIK_H038,31.0,35.171448,254
aida:JP_RIK_H039,45.0,36.32597,262
aida:JP_RIK_H040,31.0,35.63711,378
aida:JP_RIK_H041,37.0,31.968592,358
aida:JP_RIK_H042,32.0,35.75994,280
aida:JP_RIK_H043,34.0,36.37539,408
aida:JP_RIK_H044,37.0,31.93946,318
aida:JP_RIK_H045,31.0,35.69666,439
aida:JP_RIK_H046,34.0,32.054203,307
