donor,pred_age,true_age
onek1k:1000_1001,42.25680160522461,73.0
onek1k:1001_1002,42.14237976074219,57.0
onek1k:1002_1003,42.125648498535156,73.0
onek1k:1003_1004,42.22787094116211,58.0
onek1k:1004_1005,42.281005859375,74.0
